ItemID,Name,ItemType,ItemTypeDisplayName,Description,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanHavePerks,CanReplaceGem,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,ForceRarity,RequiredLevel,UseTypeAffix,UseMaterialAffix,UseMagicAffix,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,ContainerLevel,ContainerGS,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageAchievement,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,AttributionId
Skin_Chest_Baalphazu,@Skin_Chest_Baalphazu_MasterName,Armor,,@Skin_Chest_Baalphazu_Description,EquippableChest,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_NightveilBaalphazu_chest,f_NightveilBaalphazu_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NightveilHallow_2022
Skin_Head_Baalphazu,@Skin_Head_Baalphazu_MasterName,Armor,,@Skin_Head_Baalphazu_Description,EquippableHead,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_NightveilBaalphazu_head,f_NightveilBaalphazu_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NightveilHallow_2022
Skin_Head_HallowMaskSkull,@Skin_Head_HallowMaskSkull_MasterName,Armor,,@Skin_Head_HallowMaskSkull_Description,EquippableHead,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_NightveilSkull_head,f_NightveilSkull_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NightveilHallow_2022
Skin_Head_HallowMaskJack,@Skin_Head_HallowMaskJack_MasterName,Armor,,@Skin_Head_HallowMaskJack_Description,EquippableHead,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_NightveilJackOLantern_head,f_NightveilJackOLantern_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NightveilHallow_2022
Skin_Head_HallowMaskWitch,@Skin_Head_HallowMaskWitch_MasterName,Armor,,@Skin_Head_HallowMaskWitch_Description,EquippableHead,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_NightveilWitchHat_head,f_NightveilWitchHat_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NightveilHallow_2022
Skin_Feet_TurkeyTerror,@Skin_Feet_TurkeyTerror_MasterName,Armor,,@Skin_Feet_TurkeyTerror_Description,EquippableFeet,,,,1,,,,,,GenericItemSkin,,,,,,,,,,,,,,,,,,,,,,m_TurkeyTerror_feet,f_TurkeyTerror_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TurkeyTerror_2022
Skin_WinterConvergence_SkinningKnife,@Skin_WinterConvergence_SkinningKnife_Name,Weapon,,@Skin_WinterConvergence_SkinningKnife_Description,EquippableTool+Axe+SkinningKnife,,,,,,,,,,Skin_SkinningKnife,,,,,,,,,,,,,,,,,,,,,UI_Tools,,,1hSkinningKnifeWinterConvergenceT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WinterConvergence_2021
Skin_WinterConvergence_Sickle,@Skin_WinterConvergence_Sickle_Name,Weapon,,@Skin_WinterConvergence_Sickle_Description,EquippableTool+Axe+Sickle,,,,,,,,,,Skin_Sickle,,,,,,,,,,,,,,,,,,,,,UI_Tools,,,1hSickleWinterConvergenceT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WinterConvergence_2021
Skin_WinterConvergence_Pickaxe,@Skin_WinterConvergence_Pickaxe_Name,Weapon,,@Skin_WinterConvergence_Pickaxe_Description,EquippableTool+Axe+Pickaxe,,,,,,,,,,Skin_Pick,,,,,,,,,,,,,,,,,,,,,UI_Tools,,,1hPickaxeWinterConvergenceT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WinterConvergence_2021
Skin_WinterConvergence_LoggingAxe,@Skin_WinterConvergence_LoggingAxe_Name,Weapon,,@Skin_WinterConvergence_LoggingAxe_Description,EquippableTool+Axe+LoggingAxe,,,,,,,,,,Skin_LoggingAxe,,,,,,,,,,,,,,,,,,,,,UI_Tools,,,2hLoggingAxeWinterConvergenceT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WinterConvergence_2021
Skin_WinterConvergence_FishingPole,@Skin_WinterConvergence_FishingPole_Name,Weapon,,@Skin_WinterConvergence_FishingPole_Description,EquippableTool+FishingPole,,,,,,,,,,Skin_FishingPole,,,,,,,,,,,,,,,,,,,,,UI_Tools,,,2hFishingPole_WinterConvergence,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WinterConvergence_2021
Skin_WinterConvergence_AzothScepter,@Skin_WinterConvergence_AzothScepter_Name,Weapon,,@Skin_WinterConvergence_AzothScepter_Description,Weapon+EquippableTool+Axe+AzothStaff,,,,,,,,,,Skin_AzothStaff,,,,,,,,,,,,,,,,,,,,,UI_Tools,,,2hAzothScepterWinterConvergenceT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WinterConvergence_2021
Skin_Chest_WC_Cloak,@Skin_Chest_WC_Cloak_MasterName,Armor,,@Skin_Chest_WC_Cloak_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_winterwanderer_chest,f_winterwanderer_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WinterConvergence_2021
Skin_Chest_WinterConvergenceScales,@Skin_Chest_WinterConvergenceScales_MasterName,Armor,,@Skin_Chest_WinterConvergenceScales_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_winterConvergenceScales_chest,f_winterConvergenceScales_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WinterConvergence_2022
Skin_Head_WinterConvergenceScales,@Skin_Head_WinterConvergenceScales_MasterName,Armor,,@Skin_Head_WinterConvergenceScales_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_winterConvergenceScales_head,f_winterConvergenceScales_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WinterConvergence_2022
Skin_Legs_WinterConvergenceScales,@Skin_Legs_WinterConvergenceScales_MasterName,Armor,,@Skin_Legs_WinterConvergenceScales_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_winterConvergenceScales_legs,f_winterConvergenceScales_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WinterConvergence_2022
Skin_Feet_WinterConvergenceScales,@Skin_Feet_WinterConvergenceScales_MasterName,Armor,,@Skin_Feet_WinterConvergenceScales_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_winterConvergenceScales_feet,f_winterConvergenceScales_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WinterConvergence_2022
Skin_Hands_WinterConvergenceScales,@Skin_Hands_WinterConvergenceScales_MasterName,Armor,,@Skin_Hands_WinterConvergenceScales_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_winterConvergenceScales_gloves,f_winterConvergenceScales_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WinterConvergence_2022
Skin_Chest_WinterWanderer2,@Skin_Chest_WinterWanderer2_MasterName,Armor,,@Skin_Chest_WinterWanderer2_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_winterwanderercloak_chest,f_winterwanderercloak_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WinterConvergence_2022
Skin_Head_WinterWanderer,@Skin_Head_WinterWanderer_MasterName,Armor,,@Skin_Head_WinterWanderer_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_winterwanderer_head,f_winterwanderer_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WinterConvergence_2022
Skin_Head_WinterWarrior,@Skin_Head_WinterWarrior_MasterName,Armor,,@Skin_Head_WinterWarrior_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_winterwarrior_head,f_winterwarrior_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WinterConvergence_2022
Skin_Hands_WinterWarrior,@Skin_Hands_WinterWarrior_MasterName,Armor,,@Skin_Hands_WinterWarrior_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_winterwarrior_gloves,f_winterwarrior_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WinterConvergence_2022
Skin_Flute_WinterConvergence,@Skin_Flute_WinterConvergence_MasterName,Weapon,,@Skin_Flute_WinterConvergence_Description,EquippableTool+InstrumentFlute,,,,,,,,,,2hInstrumentFluteT5,,,,,,,,,,,,,,,,,,,,,UI_Instruments,,,AzothFluteWinterConvergenceT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WinterConvergence_2022
Skin_Drum_WinterConvergence,@Skin_Drum_WinterConvergence_MasterName,Weapon,,@Skin_Drum_WinterConvergence_Description,EquippableTool+InstrumentDrums,,,,,,,,,,2hInstrumentDrumT5,,,,,,,,,,,,,,,,,,,,,UI_Instruments,,,DrumsWinterConvergenceT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WinterConvergence_2022
Skin_Guitar_WinterConvergence,@Skin_Guitar_WinterConvergence_MasterName,Weapon,,@Skin_Guitar_WinterConvergence_Description,EquippableTool+InstrumentGuitar,,,,,,,,,,2hInstrumentGuitarT5,,,,,,,,,,,,,,,,,,,,,UI_Instruments,,,GuitarWinterConvergenceT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WinterConvergence_2022
Skin_UprightBass_WinterConvergence,@Skin_UprightBass_WinterConvergence_MasterName,Weapon,,@Skin_UprightBass_WinterConvergence_Description,EquippableTool+InstrumentUprightBass,,,,,,,,,,2hInstrumentUprightBassT5,,,,,,,,,,,,,,,,,,,,,UI_Instruments,,,URBassWinterConvergenceT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WinterConvergence_2022
Skin_Mandolin_WinterConvergence,@Skin_Mandolin_WinterConvergence_MasterName,Weapon,,@Skin_Mandolin_WinterConvergence_Description,EquippableTool+InstrumentMandolin,,,,,,,,,,2hInstrumentMandolinT5,,,,,,,,,,,,,,,,,,,,,UI_Instruments,,,MandolinWinterConvergenceT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WinterConvergence_2022
Skin_Chest_Beekeeper_Spring,@Skin_Chest_Beekeeper_Spring_MasterName,Armor,,@Skin_Chest_Beekeeper_Spring_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_BeekeeperSpring_chest,f_BeekeeperSpring_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SpringtideBloom_2023
Skin_Head_Beekeeper_Spring,@Skin_Head_Beekeeper_Spring_MasterName,Armor,,@Skin_Head_Beekeeper_Spring_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_BeekeeperSpring_head,f_BeekeeperSpring_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SpringtideBloom_2023
Skin_Legs_Beekeeper_Spring,@Skin_Legs_Beekeeper_Spring_MasterName,Armor,,@Skin_Legs_Beekeeper_Spring_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_BeekeeperSpring_legs,f_BeekeeperSpring_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SpringtideBloom_2023
Skin_Feet_Beekeeper_Spring,@Skin_Feet_Beekeeper_Spring_MasterName,Armor,,@Skin_Feet_Beekeeper_Spring_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_BeekeeperSpring_feet,f_BeekeeperSpring_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SpringtideBloom_2023
Skin_Hands_Beekeeper_Spring,@Skin_Hands_Beekeeper_Spring_MasterName,Armor,,@Skin_Hands_Beekeeper_Spring_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_BeekeeperSpring_gloves,f_BeekeeperSpring_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SpringtideBloom_2023
Skin_Chest_Victorian_Spring,@Skin_Chest_Victorian_Spring_MasterName,Armor,,@Skin_Chest_Victorian_Spring_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_feminineVictorianLT5_chest,f_feminineVictorianLT5_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SpringtideBloom_2023
Skin_Head_Victorian_Spring,@Skin_Head_Victorian_Spring_MasterName,Armor,,@Skin_Head_Victorian_Spring_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_feminineVictorianLT5_head,f_feminineVictorianLT5_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SpringtideBloom_2023
Skin_Legs_Victorian_Spring,@Skin_Legs_Victorian_Spring_MasterName,Armor,,@Skin_Legs_Victorian_Spring_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_feminineVictorianLT5_legs,f_feminineVictorianLT5_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SpringtideBloom_2023
Skin_Feet_Victorian_Spring,@Skin_Feet_Victorian_Spring_MasterName,Armor,,@Skin_Feet_Victorian_Spring_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_feminineVictorianLT5_feet,f_feminineVictorianLT5_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SpringtideBloom_2023
Skin_Hands_Victorian_Spring,@Skin_Hands_Victorian_Spring_MasterName,Armor,,@Skin_Hands_Victorian_Spring_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_feminineVictorianLT5_gloves,f_feminineVictorianLT5_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SpringtideBloom_2023
Skin_Mask_RabbitSeason,@Skin_Mask_RabbitSeason_MasterName,Armor,,@Skin_Mask_RabbitSeason_Description,EquippableHead,,,,1,,,,,,GenericItemSkin,,,,,,,,,,,,,,,,,,,,,,m_RabbitMask_head,f_RabbitMask_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RabbitSeason_2023
Skin_Chest_Leaderboard,@Skin_Chest_Leaderboard_MasterName,Armor,,@Skin_Chest_Leaderboard_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Leaderboard_chest,f_Leaderboard_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Rank1_Leaderboard,@Skin_Chest_Rank1_Leaderboard_MasterName,Armor,,@Skin_Chest_Rank1_Leaderboard_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank1_chest,f_LeaderboardRank1_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_LBClear_Barnacles,@Skin_Chest_LBClear_Barnacles_MasterName,Armor,,@Skin_Chest_LBClear_Barnacles_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Leaderboardbarnaclescleartime_chest,f_Leaderboardbarnaclescleartime_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Rank1_LBClear_Barnacles,@Skin_Chest_Rank1_LBClear_Barnacles_MasterName,Armor,,@Skin_Chest_Rank1_LBClear_Barnacles_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank1barnaclescleartime_chest,f_LeaderboardRank1barnaclescleartime_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_LBScore_Barnacles,@Skin_Chest_LBScore_Barnacles_MasterName,Armor,,@Skin_Chest_LBScore_Barnacles_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Leaderboardbarnaclesscore_chest,f_Leaderboardbarnaclesscore_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Rank1_LBScore_Barnacles,@Skin_Chest_Rank1_LBScore_Barnacles_MasterName,Armor,,@Skin_Chest_Rank1_LBScore_Barnacles_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank1barnaclesscore_chest,f_LeaderboardRank1barnaclesscore_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_LBClear_Brimstone,@Skin_Chest_LBClear_Brimstone_MasterName,Armor,,@Skin_Chest_LBClear_Brimstone_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Leaderboardbrimstonecleartime_chest,f_Leaderboardbrimstonecleartime_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Rank1_LBClear_Brimstone,@Skin_Chest_Rank1_LBClear_Brimstone_MasterName,Armor,,@Skin_Chest_Rank1_LBClear_Brimstone_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank1brimstonecleartime_chest,f_LeaderboardRank1brimstonecleartime_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_LBScore_Brimstone,@Skin_Chest_LBScore_Brimstone_MasterName,Armor,,@Skin_Chest_LBScore_Brimstone_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Leaderboardbrimstonescore_chest,f_Leaderboardbrimstonescore_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Rank1_LBScore_Brimstone,@Skin_Chest_Rank1_LBScore_Brimstone_MasterName,Armor,,@Skin_Chest_Rank1_LBScore_Brimstone_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank1brimstonescore_chest,f_LeaderboardRank1brimstonescore_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_LBClear_GardenGenesis,@Skin_Chest_LBClear_GardenGenesis_MasterName,Armor,,@Skin_Chest_LBClear_GardenGenesis_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Leaderboardgardengenesiscleartime_chest,f_Leaderboardgardengenesiscleartime_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Rank1_LBClear_GardenGenesis,@Skin_Chest_Rank1_LBClear_GardenGenesis_MasterName,Armor,,@Skin_Chest_Rank1_LBClear_GardenGenesis_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_LeaderboardRank1gardengenesiscleartime_chest,f_LeaderboardRank1gardengenesiscleartime_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_LBScore_GardenGenesis,@Skin_Chest_LBScore_GardenGenesis_MasterName,Armor,,@Skin_Chest_LBScore_GardenGenesis_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Leaderboardgardengenesisscore_chest,f_Leaderboardgardengenesisscore_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
