ObjectiveID,Type,Difficulty,DifficultyLevel,MaxInfluenceLevel,FlagPvp,CanBeShared,CanFastTravel,Task,NpcDestinationId,ExclusiveTerritory,AchievementId,RequiredAchievementId,RequiredFaction,RequiredLevel,SuccessGameEventId,FailureGameEventId,ProgressionReward,ExperienceReward,ObjectiveReward,ItemRewardName,ItemRewardQty,ShouldResetOnFactionChange,Repeatable,CanBeAbandoned,Title,Description,PlayerPrompt,ObjectiveProposalResponse,InProgressResponse,DestinationCompletionAvailablePrompt,DestinationCompletionAvailableResponse,ObjectiveCompletionResponse,ObjectiveAcceptanceResponse,HideIncompleteTurninMarker,ORMReleaseEventTags,ORMReleaseActiveOverride,SkipReqAchievmentWhenInvalid,EntitlementId,QuestArcTag,HideAvailableMapIcon 
FM_S_0907_objective,Mission,,,,,true,true,FM_S_0907_container,,9,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0901_objective,Mission,,,,,true,true,FM_C_0901_container,,9,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0902_objective,Mission,,,,,true,true,FM_C_0902_container,,9,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0903_objective,Mission,,,,,true,true,FM_C_0903_container,,9,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0904_objective,Mission,,,,,true,true,FM_C_0904_container,,9,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0905_objective,Mission,,,,,true,true,FM_C_0905_container,,9,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0906_objective,Mission,,,,,true,true,FM_C_0906_container,,9,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0907_objective,Mission,,,,,true,true,FM_C_0907_container,,9,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0930_objective,Mission,,,,,true,true,FM_0930_container,,9,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0931_objective,Mission,,,,,true,true,FM_0931_container,,9,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0932_objective,Mission,,,,,true,true,FM_0932_container,,9,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0933_objective,Mission,,,,,true,true,FM_0933_container,,9,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0934_objective,Mission,,,,,true,true,FM_0934_container,,9,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0935_objective,Mission,,,,,true,true,FM_0935_container,,9,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0936_objective,Mission,,,,,true,true,FM_0936_container,,9,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0960_objective,Mission,,,,,true,true,FM_0960_container,,9,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0961_objective,Mission,,,,,true,true,FM_0961_container,,9,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0962_objective,Mission,,,,,true,true,FM_0962_container,,9,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0963_objective,Mission,,,,,true,true,FM_0963_container,,9,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0964_objective,Mission,,,,,true,true,FM_0964_container,,9,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0965_objective,Mission,,,,,true,true,FM_0965_container,,9,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_0966_objective,Mission,,,,,true,true,FM_0966_container,,9,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0960_objective,Mission,,,,,true,true,FM_S_0960_container,,9,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0961_objective,Mission,,,,,true,true,FM_S_0961_container,,9,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0962_objective,Mission,,,,,true,true,FM_S_0962_container,,9,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0963_objective,Mission,,,,,true,true,FM_S_0963_container,,9,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0964_objective,Mission,,,,,true,true,FM_S_0964_container,,9,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0965_objective,Mission,,,,,true,true,FM_S_0965_container,,9,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_S_0966_objective,Mission,,,,,true,true,FM_S_0966_container,,9,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0960_objective,Mission,,,,,true,true,FM_C_0960_container,,9,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0961_objective,Mission,,,,,true,true,FM_C_0961_container,,9,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0962_objective,Mission,,,,,true,true,FM_C_0962_container,,9,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0963_objective,Mission,,,,,true,true,FM_C_0963_container,,9,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0964_objective,Mission,,,,,true,true,FM_C_0964_container,,9,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0965_objective,Mission,,,,,true,true,FM_C_0965_container,,9,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_C_0966_objective,Mission,,,,,true,true,FM_C_0966_container,,9,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_09_H_01_objective,Mission,,,,,true,true,FM_09_H_01_container,,9,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_09_H_02_objective,Mission,,,,,true,true,FM_09_H_02_container,,9,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_09_H_03_objective,Mission,,,,,true,true,FM_09_H_03_container,,9,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
FM_09_PVP_Area1_Syndicate_objective,Mission,,,,true,true,false,FM_09_PVP_Area1_Syndicate_container,,9,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,
FM_09_PVP_Area2_Syndicate_objective,Mission,,,,true,true,false,FM_09_PVP_Area2_Syndicate_container,,9,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,
FM_09_PVP_Area3_Syndicate_objective,Mission,,,,true,true,false,FM_09_PVP_Area3_Syndicate_container,,9,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,
FM_09_PVP_Area1_Marauder_objective,Mission,,,,true,true,false,FM_09_PVP_Area1_Marauder_container,,9,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,
FM_09_PVP_Area2_Marauder_objective,Mission,,,,true,true,false,FM_09_PVP_Area2_Marauder_container,,9,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,
FM_09_PVP_Area3_Marauder_objective,Mission,,,,true,true,false,FM_09_PVP_Area3_Marauder_container,,9,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,
FM_09_PVP_Area1_Covenant_objective,Mission,,,,true,true,false,FM_09_PVP_Area1_Covenant_container,,9,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,
FM_09_PVP_Area2_Covenant_objective,Mission,,,,true,true,false,FM_09_PVP_Area2_Covenant_container,,9,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,
FM_09_PVP_Area3_Covenant_objective,Mission,,,,true,true,false,FM_09_PVP_Area3_Covenant_container,,9,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,
FM_09_PVP_PK_Marauder_objective,Mission,,,,true,true,false,FM_09_PVP_PK_Marauder_container,,9,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,
