UniqueTagID,FragmentName,DisplayName,DisplayDescription,DisplayGroup,ChatBoxText,SlashCommand,SecondarySlashCommand,IsEntitlement,IsPremiumEmote,IsEnabled,HasCooldown,DisplayPriority,UiImage,UiImageHiRes,GatherableTags,EmoteDuration,AttributionId
Emote_IrishDance,Emote_IrishDance,ui_emote_dance1,ui_emote_dance1_description,Default,@emote_dance1,dance,,0,0,1,0,1,lyshineui/images/icons/emotes/emote_Dance01.dds,,dance,7,
Emote_ThroatSlit,Emote_ThroatSlit,ui_emote_kill,ui_emote_kill_description,Default,@emote_throatslit,kill,threaten,1,0,1,0,2,lyshineui/images/icons/emotes/emote_ThroatSlit.dds,,,,
Emote_Bow,Emote_Bow,ui_emote_Bow,ui_emote_Bow_description,Friendly,@emote_bow,bow,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_Bow.dds,,,,
Emote_EyesOnYou,Emote_EyesOnYou,ui_emote_Watching,ui_emote_Watching_description,Taunt,@emote_eyesonyou,eyes,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_EyesOnYou.dds,,,,
Emote_Pray,Emote_Pray,ui_emote_pray,ui_emote_pray_description,Other,@emote_pray,pray,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_Pray.dds,,,,
Emote_Shhh,Emote_Shhh,ui_emote_shhh,ui_emote_shhh_description,Direction,@emote_shhh,shhh,hush,1,0,1,0,1,lyshineui/images/icons/emotes/emote_Shhh.dds,,,,
Emote_FingerWag,Emote_FingerWag,ui_emote_FingerWag,ui_emote_FingerWag_description,Answer,@emote_fingerwag,nope,stop,1,0,1,0,1,lyshineui/images/icons/emotes/emote_FingerWag.dds,,,,
Emote_FarmerBlow,Emote_FarmerBlow,ui_emote_Noseblow,ui_emote_Noseblow_description,Other,@emote_farmerblow,noseblow,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_NoseBlow.dds,,,,
Emote_RockPaperScissors,Emote_RockPaperScissors,ui_emote_RockPaperScissors,ui_emote_RockPaperScissors_description,Other,@emote_rockpaperscissors,rockpaperscissors,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_Scissors.dds,,,,
Emote_FistBump,Emote_FistBump,ui_emote_FistBump,ui_emote_FistBump_description,Default,@emote_fistbump,fistbump,,1,0,1,0,2,lyshineui/images/icons/emotes/emote_FistBump.dds,,,,
Emote_Whistle,Emote_Whistle,ui_emote_Whistle,ui_emote_Whistle_description,Friendly,@emote_whistle,whistle,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_Whistle.dds,,,,
Emote_ThumbsSide,Emote_ThumbsSide,ui_emote_Thumbs_Sideways,ui_emote_Thumbs_Sideways_description,Decisions,@emote_thumbsside,undecided,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_ThumbsSide.dds,,,,
Emote_ThumbsUp,Emote_ThumbsUp,ui_emote_Thumbs_Up,ui_emote_Thumbs_Up_description,Decisions,@emote_thumbsup,thumbsup,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_ThumbsUp.dds,,,,
Emote_ThumbsDown,Emote_ThumbsDown,ui_emote_Thumbs_Down,ui_emote_Thumbs_Down_description,Decisions,@emote_thumbsdown,thumbsdown,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_ThumbsDown.dds,,,,
Emote_Cry1,Emote_Cry1,ui_emote_Cry_1,ui_emote_Cry_1_description,Emotion,@emote_cry1,cry,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_Cry1.dds,,,,
Emote_Impatient,Emote_Impatient,ui_emote_Impatient,ui_emote_Impatient_description,Direction,@emote_impatient,waiting,wait,1,0,1,0,1,lyshineui/images/icons/emotes/emote_Impatient.dds,,,,
Emote_CoinToss,Emote_CoinToss,ui_emote_Coin_Toss,ui_emote_Coin_Toss_description,Decisions,@emote_cointoss,cointoss,coinflip,1,0,1,0,1,lyshineui/images/icons/emotes/emote_CoinToss.dds,,,,
Emote_ChestPound,Emote_ChestPound,ui_emote_Chest_Pound,ui_emote_Chest_Pound_description,Taunt,@emote_chestpound,chestpound,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_Chestpound.dds,,,,
Emote_FistShake,Emote_FistShake,ui_emote_Fist_Shake,ui_emote_Fist_Shake_description,Taunt,@emote_fistshake,fistshake,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_FistShake.dds,,,,
Emote_PushUps,Emote_PushUps,ui_emote_Push_Ups,ui_emote_Push_Ups_description,Other,@emote_pushups,pushups,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_Pushup.dds,,,,
Emote_Flex3,Emote_Flex3,ui_emote_Flex_3,ui_emote_Flex_3_description,Other,@emote_flex3,armflex,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_Flex3.dds,,,,
Emote_GolfClap,Emote_GolfClap,ui_emote_Golf_Clap,ui_emote_Golf_Clap_description,Friendly,@emote_golfclap,applaud,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_GolfClap.dds,,,,
Emote_BlowKiss,Emote_BlowKiss,ui_emote_BlowKiss,ui_emote_BlowKiss_description,Friendly,@emote_blowkiss,kiss,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_BlowKiss.dds,,,,
Emote_PiratePose,Emote_PiratePose,ui_emote_PiratePose,ui_emote_PiratePose_description,Friendly,@emote_ahoy,ahoy,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_PiratePose.dds,,,,
Emote_RussianDance,Emote_RussianDance,UI_emote_RussianDance_name,UI_emote_RussianDance_description,Default,@emote_RussianDance,legdance,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_RussianDance.dds,,dance,7,
Emote_Shiver,Emote_Shiver,ui_emote_Shiver_name,ui_emote_Shiver_description,Emotion,@emote_Shiver,cold,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_Shiver.dds,,,,
Emote_BellyLaugh,Emote_BellyLaugh,ui_emote_BellyLaugh_name,ui_emote_BellyLaugh_description,Emotion,@emote_BellyLaugh,bellylaugh,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_BellyLaugh.dds,,,,
Emote_GivePresent,Emote_GivePresent,ui_emote_GivePresent_name,ui_emote_GivePresent_description,Friendly,@emote_GivePresent,gift,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_GivePresent.dds,,,,
Emote_RoyalWave,Emote_RoyalWave,ui_emote_RoyalWave_name,ui_emote_RoyalWave_description,Friendly,@emote_RoyalWave,queenwave,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_QueenWave.dds,,,,
Emote_SnowAngel,Emote_SnowAngel,ui_emote_SnowAngel_name,ui_emote_SnowAngel_description,Other,@emote_SnowAngel,snowangel,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_SnowAngel.dds,,,,
Emote_Autograph,Emote_Autograph,ui_emote_Autograph_name,ui_emote_Autograph_description,Other,@emote_Autograph,autograph,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_Autograph.dds,,,,
Emote_Coconut_Horse,Emote_Coconut_Horse,ui_emote_Coconut_Horse_name,ui_emote_Coconut_Horse_description,Other,@emote_Coconut_Horse,gallop,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_Gallop.dds,,,,
Emote_Swoon,Emote_Swoon,ui_emote_Swoon_name,ui_emote_Swoon_description,Other,@emote_Swoon,swoon,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_Swoon.dds,,,,
Emote_GiveFlower,Emote_GiveFlower,ui_emote_GiveFlower_name,ui_emote_GiveFlower_description,Friendly,@emote_GiveFlower,flower,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_GiveFlower.dds,,,,
Emote_Disco,Emote_Disco,ui_emote_Disco_name,ui_emote_Disco_description,Default,@emote_Disco,disco,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_DiscoDance.dds,,dance,7,
Emote_Curtsy,Emote_Curtsy,ui_emote_Curtsy_name,ui_emote_Curtsy_description,Friendly,@emote_Curtsy,curtsy,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_Curtsy.dds,,,,
Emote_Yoga_TreePose,Emote_Yoga_TreePose,ui_emote_Yoga_TreePose_name,ui_emote_Yoga_TreePose_description,Other,@emote_Yoga_TreePose,Tpose,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_Yoga_TreePose.dds,,,,
Emote_RoastMarshmallow,Emote_RoastMarshmallow,ui_emote_RoastMarshmallow_name,ui_emote_RoastMarshmallow_description,Other,@emote_RoastMarshmallow,marshmallow,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_RoastingMarshmallow.dds,,,,
Emote_HotFan,Emote_HotFan,ui_emote_HotFan_name,ui_emote_HotFan_description,Other,@emote_HotFan,fan,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_Fan.dds,,,,
Emote_RightBackAtYa,Emote_RightBackAtYa,ui_emote_RightBackAtYa_name,ui_emote_RightBackAtYa_description,Friendly,@emote_RightBackAtYa,backatya,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_FingerGuns.dds,,,,
Emote_Ballerina,Emote_Ballerina,ui_emote_Ballerina_name,ui_emote_Ballerina_description,Other,@emote_Ballerina,ballerina,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_Ballerina.dds,,dance,7,
Emote_BreakItUp,Emote_BreakItUp,ui_emote_BreakItUp_name,ui_emote_BreakItUp_description,Other,@emote_BreakItUp,breakitup,,1,0,1,0,1,lyShineUI/Images/Icons/Emotes/emote_WoahSettleDown.dds,,,,
Emote_Frustrated,Emote_Frustrated,ui_emote_Frustrated_name,ui_emote_Frustrated_description,Emotion,@emote_Frustrated,grr,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_WorkingWithMorons.dds,,,,
Emote_ImmatureTaunt,Emote_ImmatureTaunt,ui_emote_ImmatureTaunt_name,ui_emote_ImmatureTaunt_description,Taunt,@emote_ImmatureTaunt,taunt,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_ChildishTaunt.dds,,,,
Emote_MimeInBox,Emote_MimeInBox,ui_emote_MimeInBox_name,ui_emote_MimeInBox_description,Other,@emote_MimeInBox,mime,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_MimeTrapedInBox.dds,,,,
Emote_Pondering,Emote_Pondering,ui_emote_Pondering_name,ui_emote_Pondering_description,Emotion,@emote_Pondering,ponder,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_Pondering.dds,,,,
Emote_PutUpDukes,Emote_PutUpDukes,ui_emote_PutUpDukes_name,ui_emote_PutUpDukes_description,Taunt,@emote_PutUpDukes,putemup,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_PutUpYourDukes.dds,,,,
Emote_Umpire,Emote_Umpire,ui_emote_Umpire_name,ui_emote_Umpire_description,Other,@emote_Umpire,umpire,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_YouAreOuttaHere.dds,,,,
Emote_TalkToHand,Emote_TalkToHand,ui_emote_TalkToHand_name,ui_emote_TalkToHand_description,Answer,@emote_TalkToHand,hand,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_TalkToTheHand.dds,,,,
Emote_Panic,Emote_Panic,ui_emote_Panic_name,ui_emote_Panic_description,Emotion,@emote_Panic,panic,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_Panic.dds,,,,
Emote_BaladiDance,Emote_BaladiDance,ui_emote_BaladiDance_name,ui_emote_BaladiDance_description,Default,@emote_BaladiDance,baladi,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_BaladiDance.dds,,dance,7,
Emote_PinCount,Emote_PinCount,ui_emote_PinCount_name,ui_emote_PinCount_description,Taunt,@emote_PinCount,pin,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_WrestlingRefereeThreeCount.dds,,,,
Emote_Plotting,Emote_Plotting,ui_emote_Plotting_name,ui_emote_Plotting_description,Other,@emote_Plotting,plot,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_SinisterPlotting.dds,,,,
Emote_RobotDance,Emote_RobotDance,ui_emote_RobotDance_name,ui_emote_RobotDance_description,Default,@emote_RobotDance,robot,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_RobotDance.dds,,dance,7,
Emote_Headbang,Emote_Headbang,ui_emote_Headbang_name,ui_emote_Headbang_description,Other,@emote_Headbang,headbang,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_Headbanging.dds,,dance,7,
Emote_SparklerDance,Emote_SparklerDance,ui_emote_SparklerDance_name,ui_emote_SparklerDance_description,Default,@emote_SparklerDance,sparklers,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_DancingSparklers.dds,,dance,7,
Emote_TugOfWar,Emote_TugOfWar,ui_emote_TugOfWar_name,ui_emote_TugOfWar_description,Other,@emote_TugOfWar,tug,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_LassoTug.dds,,,,
Emote_FingerGun,Emote_FingerGun,ui_emote_FingerGun_name,ui_emote_FingerGun_description,Other,@emote_FingerGun,shoot,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_FingerGuns2.dds,,,,
Emote_AirGuitar,Emote_AirGuitar,ui_emote_AirGuitar_name,ui_emote_AirGuitar_description,Other,@emote_AirGuitar,guitar,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_AirGuitar.dds,,,,SummerMedleyfaire_2022
Emote_AirViolin,Emote_AirViolin,ui_emote_AirViolin_name,ui_emote_AirViolin_description,Other,@emote_AirViolin,violin,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_AirMiniatureViolin.dds,,,,SummerMedleyfaire_2022
Emote_WiggleArms,Emote_WiggleArms,ui_emote_WiggleArms_name,ui_emote_WiggleArms_description,Other,@emote_WiggleArms,wiggle,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_WiggleArm.dds,,dance,7,SummerMedleyfaire_2022
Emote_RunningMan,Emote_RunningMan,ui_emote_RunningMan_name,ui_emote_RunningMan_description,Other,@emote_RunningMan,shuffle,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_RunningMan.dds,,dance,7,SummerMedleyfaire_2022
Emote_Stab,Emote_Stab,ui_emote_Stab_name,ui_emote_Stab_description,Other,@emote_Stab,stab,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_CreepyStabbingPsycho.dds,,,,
Emote_MicDrop,Emote_MicDrop,ui_emote_MicDrop_name,ui_emote_MicDrop_description,Other,@emote_MicDrop,micdrop,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_MicDrop.dds,,,,
Emote_DrinkCheer,Emote_DrinkCheer,ui_emote_DrinkCheer_name,ui_emote_DrinkCheer_description,Friendly,@emote_DrinkCheer,cheers,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_Cheers.dds,,,,
Emote_HearNoEvil,Emote_HearNoEvil,ui_emote_HearNoEvil_name,ui_emote_HearNoEvil_description,Other,@emote_HearNoEvil,hearnoevil,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_NoEvil.dds,,,,
Emote_SeeNoEvil,Emote_SeeNoEvil,ui_emote_SeeNoEvil_name,ui_emote_SeeNoEvil_description,Other,@emote_SeeNoEvil,seenoevil,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_NoEvil.dds,,,,
Emote_SpeakNoEvil,Emote_SpeakNoEvil,ui_emote_SpeakNoEvil_name,ui_emote_SpeakNoEvil_description,Other,@emote_SpeakNoEvil,speaknoevil,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_NoEvil.dds,,,,
Emote_DigGrave,Emote_DigGrave,ui_emote_DigGrave_name,ui_emote_DigGrave_description,Taunt,@emote_DigGrave,diggrave,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_DigGrave.dds,,,,
Emote_TableFlip,Emote_TableFlip,ui_emote_TableFlip_name,ui_emote_TableFlip_description,Emotion,@emote_TableFlip,tableflip,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_TableFlip.dds,,,,
Emote_Vanity,Emote_Vanity,ui_emote_Vanity_name,ui_emote_Vanity_description,Other,@emote_Vanity,vanity,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_VanityMirror.dds,,,,
Emote_KnightThee,Emote_KnightThee,ui_emote_KnightThee_name,ui_emote_KnightThee_description,Other,@emote_KnightThee,knight,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_KnightThee.dds,,,,
Emote_CrazyTapDance,Emote_CrazyTapDance,ui_emote_CrazyTapDance_name,ui_emote_CrazyTapDance_description,Other,@emote_CrazyTapDance,tapdance,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_CrazyTapDance.dds,,dance,7,
Emote_ChaplinWalk,Emote_ChaplinWalk,ui_emote_ChaplinWalk_name,ui_emote_ChaplinWalk_description,Other,@emote_ChaplinWalk,trampwalk,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_TrampWalk.dds,,,,
Emote_TwirlDance,Emote_TwirlDance,ui_emote_TwirlDance_name,ui_mote_TwirlDance_description,Other,@emote_TwirlDance,skeletontwirl,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_DanceTwirl.dds,,dance,7,NightveilHallow_2022
Emote_FootballJuggle,Emote_FootballJuggle,ui_emote_FootballJuggle_name,ui_emote_FootballJuggle_description,Other,@emote_FootballJuggle,keepieuppie,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_JugglingSoccerBall.dds,,,,
Emote_KneeSlide,Emote_KneeSlide,ui_emote_KneeSlide_name,ui_emote_KneeSlide_description,Other,@emote_KneeSlide,kneeslide,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_KneeSlide.dds,,,,
Emote_DramaticDeath,Emote_DramaticDeath,ui_emote_DramaticDeath_name,ui_emote_DramaticDeath_description,Other,@emote_DramaticDeath,alasidie,,1,0,1,0,1,lyshineui/images/icons/emotes/emote_OverlyDramaticDeath.dds,,,,
