ID,Key,KeyType,OldPerk,NewPerk
49,KiteShield,ItemClass,PerkID_Stat_OneHandSpellsword,PerkID_Stat_KiteShield
50,KiteShield,ItemClass,PerkID_Stat_OneHandTrickster,PerkID_Stat_KiteShield
51,KiteShield,ItemClass,PerkID_Stat_OneHandWarden,PerkID_Stat_KiteShield
52,KiteShield,ItemClass,PerkID_Stat_OneHandZealot,PerkID_Stat_KiteShield
53,TowerShield,ItemClass,PerkID_Stat_OneHandArtificer,PerkID_Stat_TowerShield
54,TowerShield,ItemClass,PerkID_Stat_OneHandAssassin,PerkID_Stat_TowerShield
55,TowerShield,ItemClass,PerkID_Stat_OneHandBarbarian,PerkID_Stat_TowerShield
56,TowerShield,ItemClass,PerkID_Stat_OneHandBattlemage,PerkID_Stat_TowerShield
57,TowerShield,ItemClass,PerkID_Stat_OneHandBrigand,PerkID_Stat_TowerShield
58,TowerShield,ItemClass,PerkID_Stat_OneHandCavalier,PerkID_Stat_TowerShield
59,TowerShield,ItemClass,PerkID_Stat_OneHandCleric,PerkID_Stat_TowerShield
60,TowerShield,ItemClass,PerkID_Stat_OneHandDruid,PerkID_Stat_TowerShield
61,TowerShield,ItemClass,PerkID_Stat_OneHandDuelist,PerkID_Stat_TowerShield
62,TowerShield,ItemClass,PerkID_Stat_OneHandFighter,PerkID_Stat_TowerShield
63,TowerShield,ItemClass,PerkID_Stat_OneHandKnight,PerkID_Stat_TowerShield
64,TowerShield,ItemClass,PerkID_Stat_OneHandMage,PerkID_Stat_TowerShield
65,TowerShield,ItemClass,PerkID_Stat_OneHandMonk,PerkID_Stat_TowerShield
66,TowerShield,ItemClass,PerkID_Stat_OneHandNomad,PerkID_Stat_TowerShield
67,TowerShield,ItemClass,PerkID_Stat_OneHandOccultist,PerkID_Stat_TowerShield
68,TowerShield,ItemClass,PerkID_Stat_OneHandPriest,PerkID_Stat_TowerShield
69,TowerShield,ItemClass,PerkID_Stat_OneHandRanger,PerkID_Stat_TowerShield
70,TowerShield,ItemClass,PerkID_Stat_OneHandSage,PerkID_Stat_TowerShield
71,TowerShield,ItemClass,PerkID_Stat_OneHandScholar,PerkID_Stat_TowerShield
72,TowerShield,ItemClass,PerkID_Stat_OneHandSentry,PerkID_Stat_TowerShield
73,TowerShield,ItemClass,PerkID_Stat_OneHandSoldier,PerkID_Stat_TowerShield
74,TowerShield,ItemClass,PerkID_Stat_OneHandSpellsword,PerkID_Stat_TowerShield
75,TowerShield,ItemClass,PerkID_Stat_OneHandTrickster,PerkID_Stat_TowerShield
76,TowerShield,ItemClass,PerkID_Stat_OneHandWarden,PerkID_Stat_TowerShield
77,TowerShield,ItemClass,PerkID_Stat_OneHandZealot,PerkID_Stat_TowerShield
78,Armor,ItemClass,PerkID_Armor_DefCritDmg,PerkID_Armor_Health
79,Armor,ItemClass,PerkID_Armor_DefAncient,PerkID_Armor_DefBasic
80,Armor,ItemClass,PerkID_Armor_DefAngryEarth,PerkID_Armor_DefBasic
81,Armor,ItemClass,PerkID_Armor_DefBeast,PerkID_Armor_DefBasic
82,Armor,ItemClass,PerkID_Armor_DefCorrupted,PerkID_Armor_DefBasic
83,Armor,ItemClass,PerkID_Armor_DefLost,PerkID_Armor_DefBasic
84,Armor,ItemClass,PerkID_Armor_DefAeternian,PerkID_Armor_DefBasic
85,EquippableAmulet+Jewelry,ItemClass,PerkID_Stat_TwoHandSoldier,PerkID_Stat_ArmorSoldier
86,EquippableRing+Jewelry,ItemClass,PerkID_Stat_TwoHandSoldier,PerkID_Stat_ArmorSoldier
87,EquippableToken+Jewelry,ItemClass,PerkID_Stat_TwoHandSoldier,PerkID_Stat_ArmorSoldier
88,EquippableAmulet+Jewelry,ItemClass,PerkID_Stat_TwoHandRanger,PerkID_Stat_ArmorRanger
89,EquippableRing+Jewelry,ItemClass,PerkID_Stat_TwoHandRanger,PerkID_Stat_ArmorRanger
90,EquippableToken+Jewelry,ItemClass,PerkID_Stat_TwoHandRanger,PerkID_Stat_ArmorRanger
91,EquippableAmulet+Jewelry,ItemClass,PerkID_Stat_TwoHandScholar,PerkID_Stat_ArmorScholar
92,EquippableRing+Jewelry,ItemClass,PerkID_Stat_TwoHandScholar,PerkID_Stat_ArmorScholar
93,EquippableToken+Jewelry,ItemClass,PerkID_Stat_TwoHandScholar,PerkID_Stat_ArmorScholar
94,EquippableAmulet+Jewelry,ItemClass,PerkID_Stat_TwoHandSage,PerkID_Stat_ArmorSage
95,EquippableRing+Jewelry,ItemClass,PerkID_Stat_TwoHandSage,PerkID_Stat_ArmorSage
96,EquippableToken+Jewelry,ItemClass,PerkID_Stat_TwoHandSage,PerkID_Stat_ArmorSage
97,EquippableAmulet+Jewelry,ItemClass,PerkID_Stat_TwoHandSentry,PerkID_Stat_ArmorSentry
98,EquippableRing+Jewelry,ItemClass,PerkID_Stat_TwoHandSentry,PerkID_Stat_ArmorSentry
99,EquippableToken+Jewelry,ItemClass,PerkID_Stat_TwoHandSentry,PerkID_Stat_ArmorSentry
100,Shield,ItemClass,PerkID_Armor_DefAncient,PerkID_Armor_DefBasic
101,Shield,ItemClass,PerkID_Armor_DefAngryEarth,PerkID_Armor_DefBasic
102,Shield,ItemClass,PerkID_Armor_DefBeast,PerkID_Armor_DefBasic
103,Shield,ItemClass,PerkID_Armor_DefCorrupted,PerkID_Armor_DefBasic
104,Shield,ItemClass,PerkID_Armor_DefLost,PerkID_Armor_DefBasic
105,Shield,ItemClass,PerkID_Armor_DefAeternian,PerkID_Armor_DefBasic
106,Armor,ItemClass,PerkID_Stat_ArmorArtificer,PerkID_StatSwap_HP
107,Armor,ItemClass,PerkID_Stat_ArmorAssassin,PerkID_StatSwap_HP
108,Armor,ItemClass,PerkID_Stat_ArmorBarbarian,PerkID_StatSwap_HP
109,Armor,ItemClass,PerkID_Stat_ArmorBattlemage,PerkID_StatSwap_HP
110,Armor,ItemClass,PerkID_Stat_ArmorBrigand,PerkID_StatSwap_HP
111,Armor,ItemClass,PerkID_Stat_ArmorCavalier,PerkID_StatSwap_HP
112,Armor,ItemClass,PerkID_Stat_ArmorCleric,PerkID_StatSwap_HP
113,Armor,ItemClass,PerkID_Stat_ArmorDruid,PerkID_StatSwap_HP
114,Armor,ItemClass,PerkID_Stat_ArmorDuelist,PerkID_StatSwap_HP
115,Armor,ItemClass,PerkID_Stat_ArmorFighter,PerkID_StatSwap_HP
116,Armor,ItemClass,PerkID_Stat_ArmorKnight,PerkID_StatSwap_HP
117,Armor,ItemClass,PerkID_Stat_ArmorMage,PerkID_StatSwap_HP
118,Armor,ItemClass,PerkID_Stat_ArmorMonk,PerkID_StatSwap_HP
119,Armor,ItemClass,PerkID_Stat_ArmorNomad,PerkID_StatSwap_HP
120,Armor,ItemClass,PerkID_Stat_ArmorOccultist,PerkID_StatSwap_HP
121,Armor,ItemClass,PerkID_Stat_ArmorPriest,PerkID_StatSwap_HP
122,Armor,ItemClass,PerkID_Stat_ArmorRanger,PerkID_StatSwap_HP
123,Armor,ItemClass,PerkID_Stat_ArmorSage,PerkID_StatSwap_HP
124,Armor,ItemClass,PerkID_Stat_ArmorScholar,PerkID_StatSwap_HP
125,Armor,ItemClass,PerkID_Stat_ArmorSentry,PerkID_StatSwap_HP
126,Armor,ItemClass,PerkID_Stat_ArmorSoldier,PerkID_StatSwap_HP
127,Armor,ItemClass,PerkID_Stat_ArmorSpellsword,PerkID_StatSwap_HP
128,Armor,ItemClass,PerkID_Stat_ArmorTrickster,PerkID_StatSwap_HP
129,Armor,ItemClass,PerkID_Stat_ArmorWarden,PerkID_StatSwap_HP
130,Armor,ItemClass,PerkID_Stat_ArmorZealot,PerkID_StatSwap_HP
131,EquippableAmulet+Jewelry,ItemClass,PerkID_Stat_ArmorArtificer,PerkID_StatSwap_HP
132,EquippableAmulet+Jewelry,ItemClass,PerkID_Stat_ArmorAssassin,PerkID_StatSwap_HP
133,EquippableAmulet+Jewelry,ItemClass,PerkID_Stat_ArmorBarbarian,PerkID_StatSwap_HP
134,EquippableAmulet+Jewelry,ItemClass,PerkID_Stat_ArmorBattlemage,PerkID_StatSwap_HP
135,EquippableAmulet+Jewelry,ItemClass,PerkID_Stat_ArmorBrigand,PerkID_StatSwap_HP
136,EquippableAmulet+Jewelry,ItemClass,PerkID_Stat_ArmorCavalier,PerkID_StatSwap_HP
137,EquippableAmulet+Jewelry,ItemClass,PerkID_Stat_ArmorCleric,PerkID_StatSwap_HP
138,EquippableAmulet+Jewelry,ItemClass,PerkID_Stat_ArmorDruid,PerkID_StatSwap_HP
139,EquippableAmulet+Jewelry,ItemClass,PerkID_Stat_ArmorDuelist,PerkID_StatSwap_HP
140,EquippableAmulet+Jewelry,ItemClass,PerkID_Stat_ArmorFighter,PerkID_StatSwap_HP
141,EquippableAmulet+Jewelry,ItemClass,PerkID_Stat_ArmorKnight,PerkID_StatSwap_HP
142,EquippableAmulet+Jewelry,ItemClass,PerkID_Stat_ArmorMage,PerkID_StatSwap_HP
143,EquippableAmulet+Jewelry,ItemClass,PerkID_Stat_ArmorMonk,PerkID_StatSwap_HP
144,EquippableAmulet+Jewelry,ItemClass,PerkID_Stat_ArmorNomad,PerkID_StatSwap_HP
145,EquippableAmulet+Jewelry,ItemClass,PerkID_Stat_ArmorOccultist,PerkID_StatSwap_HP
146,EquippableAmulet+Jewelry,ItemClass,PerkID_Stat_ArmorPriest,PerkID_StatSwap_HP
147,EquippableAmulet+Jewelry,ItemClass,PerkID_Stat_ArmorRanger,PerkID_StatSwap_HP
148,EquippableAmulet+Jewelry,ItemClass,PerkID_Stat_ArmorSage,PerkID_StatSwap_HP
149,EquippableAmulet+Jewelry,ItemClass,PerkID_Stat_ArmorScholar,PerkID_StatSwap_HP
150,EquippableAmulet+Jewelry,ItemClass,PerkID_Stat_ArmorSentry,PerkID_StatSwap_HP
151,EquippableAmulet+Jewelry,ItemClass,PerkID_Stat_ArmorSoldier,PerkID_StatSwap_HP
152,EquippableAmulet+Jewelry,ItemClass,PerkID_Stat_ArmorSpellsword,PerkID_StatSwap_HP
153,EquippableAmulet+Jewelry,ItemClass,PerkID_Stat_ArmorTrickster,PerkID_StatSwap_HP
154,EquippableAmulet+Jewelry,ItemClass,PerkID_Stat_ArmorWarden,PerkID_StatSwap_HP
155,EquippableAmulet+Jewelry,ItemClass,PerkID_Stat_ArmorZealot,PerkID_StatSwap_HP
156,EquippableToken+Jewelry,ItemClass,PerkID_Stat_ArmorArtificer,PerkID_StatSwap_StaminaDamageModifier
157,EquippableToken+Jewelry,ItemClass,PerkID_Stat_ArmorAssassin,PerkID_StatSwap_StaminaDamageModifier
158,EquippableToken+Jewelry,ItemClass,PerkID_Stat_ArmorBarbarian,PerkID_StatSwap_StaminaDamageModifier
159,EquippableToken+Jewelry,ItemClass,PerkID_Stat_ArmorBattlemage,PerkID_StatSwap_StaminaDamageModifier
160,EquippableToken+Jewelry,ItemClass,PerkID_Stat_ArmorBrigand,PerkID_StatSwap_StaminaDamageModifier
161,EquippableToken+Jewelry,ItemClass,PerkID_Stat_ArmorCavalier,PerkID_StatSwap_StaminaDamageModifier
162,EquippableToken+Jewelry,ItemClass,PerkID_Stat_ArmorCleric,PerkID_StatSwap_StaminaDamageModifier
163,EquippableToken+Jewelry,ItemClass,PerkID_Stat_ArmorDruid,PerkID_StatSwap_StaminaDamageModifier
164,EquippableToken+Jewelry,ItemClass,PerkID_Stat_ArmorDuelist,PerkID_StatSwap_StaminaDamageModifier
165,EquippableToken+Jewelry,ItemClass,PerkID_Stat_ArmorFighter,PerkID_StatSwap_StaminaDamageModifier
166,EquippableToken+Jewelry,ItemClass,PerkID_Stat_ArmorKnight,PerkID_StatSwap_StaminaDamageModifier
167,EquippableToken+Jewelry,ItemClass,PerkID_Stat_ArmorMage,PerkID_StatSwap_StaminaDamageModifier
168,EquippableToken+Jewelry,ItemClass,PerkID_Stat_ArmorMonk,PerkID_StatSwap_StaminaDamageModifier
169,EquippableToken+Jewelry,ItemClass,PerkID_Stat_ArmorNomad,PerkID_StatSwap_StaminaDamageModifier
170,EquippableToken+Jewelry,ItemClass,PerkID_Stat_ArmorOccultist,PerkID_StatSwap_StaminaDamageModifier
171,EquippableToken+Jewelry,ItemClass,PerkID_Stat_ArmorPriest,PerkID_StatSwap_StaminaDamageModifier
172,EquippableToken+Jewelry,ItemClass,PerkID_Stat_ArmorRanger,PerkID_StatSwap_StaminaDamageModifier
173,EquippableToken+Jewelry,ItemClass,PerkID_Stat_ArmorSage,PerkID_StatSwap_StaminaDamageModifier
174,EquippableToken+Jewelry,ItemClass,PerkID_Stat_ArmorScholar,PerkID_StatSwap_StaminaDamageModifier
175,EquippableToken+Jewelry,ItemClass,PerkID_Stat_ArmorSentry,PerkID_StatSwap_StaminaDamageModifier
176,EquippableToken+Jewelry,ItemClass,PerkID_Stat_ArmorSoldier,PerkID_StatSwap_StaminaDamageModifier
177,EquippableToken+Jewelry,ItemClass,PerkID_Stat_ArmorSpellsword,PerkID_StatSwap_StaminaDamageModifier
178,EquippableToken+Jewelry,ItemClass,PerkID_Stat_ArmorTrickster,PerkID_StatSwap_StaminaDamageModifier
179,EquippableToken+Jewelry,ItemClass,PerkID_Stat_ArmorWarden,PerkID_StatSwap_StaminaDamageModifier
180,EquippableToken+Jewelry,ItemClass,PerkID_Stat_ArmorZealot,PerkID_StatSwap_StaminaDamageModifier
181,EquippableRing+Jewelry,ItemClass,PerkID_Stat_ArmorArtificer,PerkID_StatSwap_BaseDamage
182,EquippableRing+Jewelry,ItemClass,PerkID_Stat_ArmorAssassin,PerkID_StatSwap_BaseDamage
183,EquippableRing+Jewelry,ItemClass,PerkID_Stat_ArmorBarbarian,PerkID_StatSwap_BaseDamage
184,EquippableRing+Jewelry,ItemClass,PerkID_Stat_ArmorBattlemage,PerkID_StatSwap_BaseDamage
185,EquippableRing+Jewelry,ItemClass,PerkID_Stat_ArmorBrigand,PerkID_StatSwap_BaseDamage
186,EquippableRing+Jewelry,ItemClass,PerkID_Stat_ArmorCavalier,PerkID_StatSwap_BaseDamage
187,EquippableRing+Jewelry,ItemClass,PerkID_Stat_ArmorCleric,PerkID_StatSwap_BaseDamage
188,EquippableRing+Jewelry,ItemClass,PerkID_Stat_ArmorDruid,PerkID_StatSwap_BaseDamage
189,EquippableRing+Jewelry,ItemClass,PerkID_Stat_ArmorDuelist,PerkID_StatSwap_BaseDamage
190,EquippableRing+Jewelry,ItemClass,PerkID_Stat_ArmorFighter,PerkID_StatSwap_BaseDamage
191,EquippableRing+Jewelry,ItemClass,PerkID_Stat_ArmorKnight,PerkID_StatSwap_BaseDamage
192,EquippableRing+Jewelry,ItemClass,PerkID_Stat_ArmorMage,PerkID_StatSwap_BaseDamage
193,EquippableRing+Jewelry,ItemClass,PerkID_Stat_ArmorMonk,PerkID_StatSwap_BaseDamage
194,EquippableRing+Jewelry,ItemClass,PerkID_Stat_ArmorNomad,PerkID_StatSwap_BaseDamage
195,EquippableRing+Jewelry,ItemClass,PerkID_Stat_ArmorOccultist,PerkID_StatSwap_BaseDamage
196,EquippableRing+Jewelry,ItemClass,PerkID_Stat_ArmorPriest,PerkID_StatSwap_BaseDamage
197,EquippableRing+Jewelry,ItemClass,PerkID_Stat_ArmorRanger,PerkID_StatSwap_BaseDamage
198,EquippableRing+Jewelry,ItemClass,PerkID_Stat_ArmorSage,PerkID_StatSwap_BaseDamage
199,EquippableRing+Jewelry,ItemClass,PerkID_Stat_ArmorScholar,PerkID_StatSwap_BaseDamage
200,EquippableRing+Jewelry,ItemClass,PerkID_Stat_ArmorSentry,PerkID_StatSwap_BaseDamage
201,EquippableRing+Jewelry,ItemClass,PerkID_Stat_ArmorSoldier,PerkID_StatSwap_BaseDamage
202,EquippableRing+Jewelry,ItemClass,PerkID_Stat_ArmorSpellsword,PerkID_StatSwap_BaseDamage
203,EquippableRing+Jewelry,ItemClass,PerkID_Stat_ArmorTrickster,PerkID_StatSwap_BaseDamage
204,EquippableRing+Jewelry,ItemClass,PerkID_Stat_ArmorWarden,PerkID_StatSwap_BaseDamage
205,EquippableRing+Jewelry,ItemClass,PerkID_Stat_ArmorZealot,PerkID_StatSwap_BaseDamage
206,Weapon,ItemClass,PerkID_Stat_OneHandArtificer,PerkID_StatSwap_CritChance
207,Weapon,ItemClass,PerkID_Stat_OneHandAssassin,PerkID_StatSwap_CritChance
208,Weapon,ItemClass,PerkID_Stat_OneHandBarbarian,PerkID_StatSwap_CritChance
209,Weapon,ItemClass,PerkID_Stat_OneHandBattlemage,PerkID_StatSwap_CritChance
210,Weapon,ItemClass,PerkID_Stat_OneHandBrigand,PerkID_StatSwap_CritChance
211,Weapon,ItemClass,PerkID_Stat_OneHandCavalier,PerkID_StatSwap_CritChance
212,Weapon,ItemClass,PerkID_Stat_OneHandCleric,PerkID_StatSwap_CritChance
213,Weapon,ItemClass,PerkID_Stat_OneHandDruid,PerkID_StatSwap_CritChance
214,Weapon,ItemClass,PerkID_Stat_OneHandDuelist,PerkID_StatSwap_CritChance
215,Weapon,ItemClass,PerkID_Stat_OneHandFighter,PerkID_StatSwap_CritChance
216,Weapon,ItemClass,PerkID_Stat_OneHandKnight,PerkID_StatSwap_CritChance
217,Weapon,ItemClass,PerkID_Stat_OneHandMage,PerkID_StatSwap_CritChance
218,Weapon,ItemClass,PerkID_Stat_OneHandMonk,PerkID_StatSwap_CritChance
219,Weapon,ItemClass,PerkID_Stat_OneHandNomad,PerkID_StatSwap_CritChance
220,Weapon,ItemClass,PerkID_Stat_OneHandOccultist,PerkID_StatSwap_CritChance
221,Weapon,ItemClass,PerkID_Stat_OneHandPriest,PerkID_StatSwap_CritChance
222,Weapon,ItemClass,PerkID_Stat_OneHandRanger,PerkID_StatSwap_CritChance
223,Weapon,ItemClass,PerkID_Stat_OneHandSage,PerkID_StatSwap_OutgoingHealing
224,Weapon,ItemClass,PerkID_Stat_OneHandScholar,PerkID_StatSwap_CritChance
225,Weapon,ItemClass,PerkID_Stat_OneHandSentry,PerkID_StatSwap_CritChance
226,Weapon,ItemClass,PerkID_Stat_OneHandSoldier,PerkID_StatSwap_CritChance
227,Weapon,ItemClass,PerkID_Stat_OneHandSpellsword,PerkID_StatSwap_CritChance
228,Weapon,ItemClass,PerkID_Stat_OneHandTrickster,PerkID_StatSwap_CritChance
229,Weapon,ItemClass,PerkID_Stat_OneHandWarden,PerkID_StatSwap_CritChance
230,Weapon,ItemClass,PerkID_Stat_OneHandZealot,PerkID_StatSwap_CritChance
231,Weapon,ItemClass,PerkID_Stat_TwoHandArtificer,PerkID_StatSwap_BaseDamage
232,Weapon,ItemClass,PerkID_Stat_TwoHandAssassin,PerkID_StatSwap_BaseDamage
233,Weapon,ItemClass,PerkID_Stat_TwoHandBarbarian,PerkID_StatSwap_BaseDamage
234,Weapon,ItemClass,PerkID_Stat_TwoHandBattlemage,PerkID_StatSwap_BaseDamage
235,Weapon,ItemClass,PerkID_Stat_TwoHandBrigand,PerkID_StatSwap_BaseDamage
236,Weapon,ItemClass,PerkID_Stat_TwoHandCavalier,PerkID_StatSwap_BaseDamage
237,Weapon,ItemClass,PerkID_Stat_TwoHandCleric,PerkID_StatSwap_BaseDamage
238,Weapon,ItemClass,PerkID_Stat_TwoHandDruid,PerkID_StatSwap_BaseDamage
239,Weapon,ItemClass,PerkID_Stat_TwoHandDuelist,PerkID_StatSwap_BaseDamage
240,Weapon,ItemClass,PerkID_Stat_TwoHandFighter,PerkID_StatSwap_BaseDamage
241,Weapon,ItemClass,PerkID_Stat_TwoHandKnight,PerkID_StatSwap_BaseDamage
242,Weapon,ItemClass,PerkID_Stat_TwoHandMage,PerkID_StatSwap_BaseDamage
243,Weapon,ItemClass,PerkID_Stat_TwoHandMonk,PerkID_StatSwap_BaseDamage
244,Weapon,ItemClass,PerkID_Stat_TwoHandNomad,PerkID_StatSwap_BaseDamage
245,Weapon,ItemClass,PerkID_Stat_TwoHandOccultist,PerkID_StatSwap_BaseDamage
246,Weapon,ItemClass,PerkID_Stat_TwoHandPriest,PerkID_StatSwap_BaseDamage
247,Weapon,ItemClass,PerkID_Stat_TwoHandRanger,PerkID_StatSwap_BaseDamage
248,Weapon,ItemClass,PerkID_Stat_TwoHandSage,PerkID_StatSwap_OutgoingHealing
249,Weapon,ItemClass,PerkID_Stat_TwoHandScholar,PerkID_StatSwap_BaseDamage
250,Weapon,ItemClass,PerkID_Stat_TwoHandSentry,PerkID_StatSwap_BaseDamage
251,Weapon,ItemClass,PerkID_Stat_TwoHandSoldier,PerkID_StatSwap_BaseDamage
252,Weapon,ItemClass,PerkID_Stat_TwoHandSpellsword,PerkID_StatSwap_BaseDamage
253,Weapon,ItemClass,PerkID_Stat_TwoHandTrickster,PerkID_StatSwap_BaseDamage
254,Weapon,ItemClass,PerkID_Stat_TwoHandWarden,PerkID_StatSwap_BaseDamage
255,Weapon,ItemClass,PerkID_Stat_TwoHandZealot,PerkID_StatSwap_BaseDamage
256,Weapon,ItemClass,PerkID_Stat_ArmorHighest,PerkID_StatSwap_BaseDamage
257,Weapon,ItemClass,PerkID_Stat_Armor2Highest,PerkID_StatSwap_BaseDamage
258,Weapon,ItemClass,PerkID_Stat_WeaponHighest,PerkID_StatSwap_BaseDamage
259,Weapon,ItemClass,PerkID_Stat_Weapon2Highest,PerkID_StatSwap_BaseDamage
260,Armor,ItemClass,PerkID_Stat_ArmorHighest,PerkID_StatSwap_HP
261,Armor,ItemClass,PerkID_Stat_Armor2Highest,PerkID_StatSwap_HP
262,Armor,ItemClass,PerkID_Stat_WeaponHighest,PerkID_StatSwap_HP
263,Armor,ItemClass,PerkID_Stat_Weapon2Highest,PerkID_StatSwap_HP
264,Jewelry,ItemClass,PerkID_Stat_ArmorHighest,PerkID_StatSwap_HP
265,Jewelry,ItemClass,PerkID_Stat_Armor2Highest,PerkID_StatSwap_HP
266,Jewelry,ItemClass,PerkID_Stat_WeaponHighest,PerkID_StatSwap_HP
267,Jewelry,ItemClass,PerkID_Stat_Weapon2Highest,PerkID_StatSwap_HP
