TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticTaskPinZPosOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
FM_06_PVP_ControlSpot_Syndicate_task,PatrolTask,,,,,,,,true,,factionarea_40169,,,true,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,@objective_mission_task_patrol_timer,,9094.21 3525.42 69.89,,,,,,,,,,,,,,,,,
FM_06_PVP_SpySpot_Syndicate_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_06_PVP_SpySpot_Syndicate_2_step_container,M_ReturnToGiver,,,
FM_06_PVP_SpySpot_Syndicate_2_step_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,,,,,,,FM_06_PVP_SpySpot_Syndicate_first_ordie,FM_06_PVP_SpySpot_Syndicate_task_ordie,,,
FM_06_PVP_SpySpot_Syndicate_first_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_06_PVP_SpySpot_Syndicate_first,M_task_die_reset,,,
FM_06_PVP_SpySpot_Syndicate_first,TaskGatherItems,,,1,FM_PVP_Syndicate_item_1,PVP_0002_DeadDropGiveItem,100,,true,,factionarea_40169,,,true,,,,,,,IO_PVP_0002_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_archive_step_1_at_POI,,8826.58 3552.28 76.59,,,,,,,,,,,,,,,,,
FM_06_PVP_SpySpot_Syndicate_task_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_06_PVP_SpySpot_Syndicate_turnin,M_task_die_reset,,,
FM_06_PVP_SpySpot_Syndicate_turnin,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_06_PVP_SpySpot_Syndicate_task,FM_06_PVP_SpySpot_Syndicate_remove,,,
FM_06_PVP_SpySpot_Syndicate_task,TaskGatherAndReturnItems,,1,1,FM_PVP_Syndicate_item_2,PVP_0003_DeadDropGiveItem,100,,true,,factionarea_40169,,,true,,,,,,,IO_PVP_0003_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_archive_step_2_at_POI,,9206 3447.85 77.23,,,,,,,,,,,,,,,,,
FM_06_PVP_SpySpot_Syndicate_remove,TaskRemoveItem,,,1,FM_PVP_Syndicate_item_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FM_06_PVP_PoachSpot_Covenant_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_06_PVP_PoachSpot_Covenant_first,M_ReturnToGiver,,,
FM_06_PVP_PoachSpot_Covenant_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,,,,,,,FM_06_PVP_PoachSpot_Covenant_task,M_task_die_reset,,,
FM_06_PVP_PoachSpot_Covenant_task,TaskKillContribution,,,6,,,,,true,,factionarea_40169,,,true,,,,,,,,,,Turkey,,,,,,,,,,,,,,,,,,,,@objective_mission_destroy_generic_at_POI,,8946.22 3529.48 70.85,,,,,,,,,,,,,,,,,
FM_06_PVP_ControlSpot_Covenant_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_06_PVP_ControlSpot_Covenant_first,M_ReturnToGiver,,,
FM_06_PVP_ControlSpot_Covenant_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,,,,,,,FM_06_PVP_ControlSpot_Covenant_task,M_task_die_reset,,,
FM_06_PVP_ControlSpot_Covenant_task,PatrolTask,,,,,,,,true,,factionarea_40169,,,true,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,@objective_mission_task_patrol_timer,,9094.21 3525.42 69.89,,,,,,,,,,,,,,,,,
FM_06_PVP_SpySpot_Covenant_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_06_PVP_SpySpot_Covenant_2_step_container,M_ReturnToGiver,,,
FM_06_PVP_SpySpot_Covenant_2_step_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,,,,,,,FM_06_PVP_SpySpot_Covenant_first_ordie,FM_06_PVP_SpySpot_Covenant_task_ordie,,,
FM_06_PVP_SpySpot_Covenant_first_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_06_PVP_SpySpot_Covenant_first,M_task_die_reset,,,
FM_06_PVP_SpySpot_Covenant_first,TaskGatherItems,,,1,FM_PVP_Covenant_item_1,PVP_0003_DeadDropGiveItem,100,,true,,factionarea_40169,,,true,,,,,,,IO_PVP_0003_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_circulate_step_1_at_POI,,9206 3447.85 77.23,,,,,,,,,,,,,,,,,
FM_06_PVP_SpySpot_Covenant_task_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_06_PVP_SpySpot_Covenant_turnin,M_task_die_reset,,,
FM_06_PVP_SpySpot_Covenant_turnin,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_06_PVP_SpySpot_Covenant_task,FM_06_PVP_SpySpot_Covenant_remove,,,
FM_06_PVP_SpySpot_Covenant_task,TaskGatherAndReturnItems,,1,1,FM_PVP_Covenant_item_2,PVP_0002_DeadDropGiveItem,100,,true,,factionarea_40169,,,true,,,,,,,IO_PVP_0002_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_circulate_step_2_at_POI,,8826.58 3552.28 76.59,,,,,,,,,,,,,,,,,
FM_06_PVP_SpySpot_Covenant_remove,TaskRemoveItem,,,1,FM_PVP_Covenant_item_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FM_0601_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0601_tasks_first_container,M_ReturnToGiver,,,
FM_0601_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_0601_leg_A_task,FM_0601_leg_B_task,FM_0601_leg_C_task,,
FM_0601_leg_A_task,TaskKillContribution,,,8,,,,,true,,alphawolf_den_40119,,,true,,,,,,,,,,Wolf,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0601_leg_B_task,TaskKillContribution,,,5,,,,,true,,alphawolf_den_40118,,,true,,,,,,,,,,Wolf,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0601_leg_C_task,TaskKillContribution,,,8,,,,,true,,withered_campsite_40101,,,true,,,,,,,,,,Withered,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0602_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0602_tasks_first_container,M_ReturnToGiver,,,
FM_0602_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_0602_leg_A_task,FM_0602_leg_B_task,FM_0602_leg_C_task,,
FM_0602_leg_A_task,TaskKillContribution,,,8,,,,,true,,withered_farm_1_40102,,,true,,,,,,,,,,Withered,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0602_leg_B_task,TaskKillContribution,,,8,,,,,true,,corrupted_farm_2_40103,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0602_leg_C_task,TaskKillContribution,,,8,,,,,true,,withered_camp_40157,,,true,,,,,,,,,,Withered,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0603_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0603_tasks_first_container,M_ReturnToGiver,,,
FM_0603_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_0603_leg_A_task,FM_0603_leg_B_task,FM_0603_leg_C_task,,
FM_0603_leg_A_task,TaskKillContribution,,,8,,,,,true,,witheredfarm_40159,,,true,,,,,,,,,,Withered,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0603_leg_B_task,TaskKillContribution,,,8,,,,,true,,bear_den_40125,,,true,,,,,,,,,,Mountain_Lion_14,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0603_leg_C_task,TaskKillContribution,,,8,,,,,true,,undead_bastion_3_40124,,,true,,,,,,,,,,Keelsnap,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0604_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0604_tasks_first_container,M_ReturnToGiver,,,
FM_0604_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_0604_leg_A_task,FM_0604_leg_B_task,FM_0604_leg_C_task,,
FM_0604_leg_A_task,TaskKillContribution,,,8,,,,,true,,infested_village_40160,,,true,,,,,,,,,,Plainsblot,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0604_leg_B_task,TaskKillContribution,,,8,,,,,true,,withered_farm_40104,,,true,,,,,,,,,,Withered,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0604_leg_C_task,TaskKillContribution,,,3,,,,,true,,ancient_ruins_40153,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0605_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0605_tasks_first_container,M_ReturnToGiver,,,
FM_0605_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_0605_leg_A_task,FM_0605_leg_B_task,FM_0605_leg_C_task,,
FM_0605_leg_A_task,TaskKillContribution,,,3,,,,,true,,ancient_lookout_40115,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0605_leg_B_task,TaskKillContribution,,,8,,,,,true,,ancient_temple_lg,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0605_leg_C_task,TaskKillContribution,,,8,,,,,true,,ancient_bridge_40121,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0606_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0606_tasks_first_container,M_ReturnToGiver,,,
FM_0606_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_0606_leg_A_task,FM_0606_leg_B_task,FM_0606_leg_C_task,,
FM_0606_leg_A_task,TaskKillContribution,,,6,,,,,true,,ancient_ruins_40123,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0606_leg_B_task,TaskKillContribution,,,3,,,,,true,,ancient_lookout_40111,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0606_leg_C_task,TaskKillContribution,,,8,,,,,true,,ancient_temple_lg,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0607_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0607_tasks_first_container,M_ReturnToGiver,,,
FM_0607_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_0607_leg_A_task,FM_0607_leg_B_task,FM_0607_leg_C_task,,
FM_0607_leg_A_task,TaskKillContribution,,,8,,,,,true,,ancient_temple_lg,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0607_leg_B_task,TaskKillContribution,,,8,,,,,true,,ancient_bridge_40121,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0607_leg_C_task,TaskKillContribution,,,8,,,,,true,,ancient_buttress_40120,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0608_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0608_tasks_first_container,M_ReturnToGiver,,,
FM_0608_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_0608_leg_A_task,FM_0608_leg_B_task,FM_0608_leg_C_task,,
FM_0608_leg_A_task,TaskKillContribution,,,5,,,,,true,,ancient_bridge_40121,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0608_leg_B_task,TaskKillContribution,,,5,,,,,true,,undead_bastion_1_40137,,,true,,,,,,,,,,Pirate,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0608_leg_C_task,TaskKillContribution,,,5,,,,,true,,undead_bastion_2_40122,,,true,,,,,,,,,,Pirate,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0609_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0609_tasks_first_container,M_ReturnToGiver,,,
FM_0609_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_0609_leg_A_task,FM_0609_leg_B_task,FM_0609_leg_C_task,,
FM_0609_leg_A_task,TaskKillContribution,,,3,,,,,true,,ancient_lookout_40111,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0609_leg_B_task,TaskKillContribution,,,6,,,,,true,,ancient_ruins_40123,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0609_leg_C_task,TaskKillContribution,,,5,,,,,true,,ancient_lookout_40108,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0610_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0610_tasks_first_container,M_ReturnToGiver,,,
FM_0610_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_0610_leg_A_task,FM_0610_leg_B_task,FM_0610_leg_C_task,,
FM_0610_leg_A_task,TaskKillContribution,,,4,,,,,true,,ancient_overlook_40152,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0610_leg_B_task,TaskKillContribution,,,3,,,,,true,,ancient_ruins_40153,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0610_leg_C_task,TaskKillContribution,,,8,,,,,true,,ancient_temple_lg,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0601_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0601_tasks_first_container,M_ReturnToGiver,,,
FM_S_0601_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_0601_leg_A_task,FM_S_0601_leg_B_task,FM_S_0601_leg_C_task,,
FM_S_0601_leg_A_task,TaskKillContribution,,,8,,,,,true,,alphawolf_den_40119,,,true,,,,,,,,,,Wolf,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0601_leg_B_task,TaskKillContribution,,,5,,,,,true,,alphawolf_den_40118,,,true,,,,,,,,,,Wolf,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0601_leg_C_task,TaskKillContribution,,,8,,,,,true,,withered_campsite_40101,,,true,,,,,,,,,,Withered,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0602_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0602_tasks_first_container,M_ReturnToGiver,,,
FM_S_0602_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_0602_leg_A_task,FM_S_0602_leg_B_task,FM_S_0602_leg_C_task,,
