TerritoryID,NameLocalizationKey,BaseStructureLimit,MaxStructureLimit,TerritoryScore,IsPOI,MapIcon,CompassIcon,DiscoveryRadius,IsDiscoverable,IsChartable,DefaultAchievement,OutpostId,Debug,LootTags,DiscoveredAchievement,ChartedAchievement,POIObjectiveAchievementId,POITag,AudioGroup,AudioState,CanPlaceCamp,DevName,VitalsCategory,LevelRange,Containers,TooltipBackground,GameMode,UnchartedIcon
40111,@ui_poi_ancient_lookout_40111,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_lookout.png,,150,true,true,,,,,ancient_lookout_40111_discovered,ancient_lookout_40111_charted,,ancient_lookout_40111,Music_POI,ancient_ruins,false,Ancient Lookout Carina,Ancient,19-21,1,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_everfall_tower.png,,
40112,@ui_poi_ancient_lookout_40112,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_lookout.png,,150,true,true,,,,,ancient_lookout_40112_discovered,ancient_lookout_40112_charted,,ancient_lookout_40112,Music_POI,ancient_ruins,false,Ancient Lookout Lacerta,Ancient,20,1,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_everfall_tower.png,,
40113,@ui_poi_ancient_lookout_40113,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_lookout.png,,150,true,true,,,,,ancient_lookout_40113_discovered,ancient_lookout_40113_charted,,ancient_lookout_40113,Music_POI,ancient_ruins,false,Ancient Lookout Monoceros,Ancient,18-20,1,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_everfall_tower.png,,
40114,@ui_poi_ancient_lookout_40114,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_lookout.png,,150,true,true,,,,,ancient_lookout_40114_discovered,ancient_lookout_40114_charted,,ancient_lookout_40114,Music_POI,ancient_ruins,false,Ancient Lookout Ursa,Ancient,16-20,1,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_everfall_tower.png,,
40115,@ui_poi_ancient_lookout_40115,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_lookout.png,,150,true,true,,,,,ancient_lookout_40115_discovered,ancient_lookout_40115_charted,,ancient_lookout_40115,Music_POI,ancient_ruins,false,Ancient Lookout Cygnus,Ancient,19-21,1,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_everfall_tower.png,,
40116,@ui_poi_shattered_obelisk_40116,,,,true,LyShineUI/Images/Map/Icon/POIs/shattered_obelisk.png,,1000,true,true,,,,,shattered_obelisk_40116_discovered,shattered_obelisk_40116_charted,,shattered_obelisk,Music_POI,shattered_obelisk,false,Shattered Obelisk,Ancient,23-25,21,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_shatteredobelisk.png,,
40117,@ui_poi_alpha_wolf_den_40117,,,,true,LyShineUI/Images/Map/Icon/POIs/wolf_den.png,,100,true,true,,,,,alphawolf_den_40117_discovered,alphawolf_den_40117_charted,,alphawolf_den_40117,Music_POI,wolf_den,false,Alpha Wolf Den,Wolf,16,0,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_wolfDen.png,,
40118,@ui_poi_alpha_wolf_den_40118,,,,true,LyShineUI/Images/Map/Icon/POIs/wolf_den.png,,300,true,true,,,,,alphawolf_den_40118_discovered,alphawolf_den_40118_charted,alphawolf_den_40118_completed,alphawolf_den_40118,Music_POI,wolf_den,false,Dankfur Hollow,Wolf,8-10,2,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_wolfDen.png,,
40119,@ui_poi_alpha_wolf_den_40119,,,,true,LyShineUI/Images/Map/Icon/POIs/wolf_den.png,,300,true,true,,,,,alphawolf_den_40119_discovered,alphawolf_den_40119_charted,alphawolf_den_40119_completed,alphawolf_den_40119,Music_POI,wolf_den,false,Inkwell Cave,Wolf,8-10,2,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_wolfDen.png,,
40120,@ui_poi_ancient_buttress_40120,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_buttress.png,,150,true,true,,,,,ancient_buttress_40120_discovered,ancient_buttress_40120_charted,ancient_buttress_40120_completed,ancient_buttress_40120,Music_POI,ancient_ruins,false,Ancient Buttress,Ancient,20-21,4,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,
40121,@ui_poi_ancient_bridge_40121,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_ruins.png,,150,true,true,,,,,ancient_bridge_40121_discovered,ancient_bridge_40121_charted,ancient_bridge_40121_completed,ancient_bridge_40121,Music_POI,ancient_ruins,false,Ancient Bridge,Ancient,20-23,4,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,
40122,@ui_poi_undeadbastion_2_40122,,,,true,LyShineUI/Images/Map/Icon/POIs/hero_shipwreck.png,,150,true,true,,,,,undead_bastion_2_40122_discovered,undead_bastion_2_40122_charted,undead_bastion_2_40122_completed,undead_bastion_2_40122,Music_POI,bastion,false,Hecker's Haven ,"Lost,Undead",22-25,14,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_shipwreck.png,,
40123,@ui_poi_ancient_ruins_40123,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_ruins.png,,150,true,true,,,,,ancient_ruins_40123_discovered,ancient_ruins_40123_charted,ancient_ruins_40123_completed,ancient_ruins_40123,Music_POI,ancient_ruins,false,Ancient Ruins Sirius,Ancient,20-21,1,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,
40124,@ui_poi_undeadbastion_3_40124,,,,true,LyShineUI/Images/Map/Icon/POIs/hero_shipwreck.png,,300,true,true,,,,,undead_bastion_3_40124_discovered,undead_bastion_3_40124_charted,undead_bastion_3_40124_completed,undead_bastion_3_40124,Music_POI,bastion,false,Buccaneer Falls,"Lost,Undead",15-18,11,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_shipwreck.png,,
40125,@ui_poi_bear_den_40125,,,,true,LyShineUI/Images/Map/Icon/POIs/bear_den.png,,170,true,true,,,,,bear_den_40125_discovered,bear_den_40125_charted,bear_den_40125_completed,bear_den_40125,Music_POI,bear_den,false,Bear Den,Bear,16,1,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_bearden.png,,
40126,@ui_poi_ancient_bridge_40126,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_ruins.png,,150,true,true,,,,,ancient_bridge_40126_discovered,ancient_bridge_40126_charted,,ancient_bridge_40126,Music_POI,ancient_ruins,false,Ancient Bridge,Ancient,24,3,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,
40127,@ui_poi_ancient_lookout_40127,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_lookout.png,,150,true,true,,,,,ancient_lookout_40127_discovered,ancient_lookout_40127_charted,,ancient_lookout_40127,Music_POI,ancient_ruins,false,Ancient Lookout Aquila,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,
40137,@ui_poi_undeadbastion_1_40137,,,,true,LyShineUI/Images/Map/Icon/POIs/hero_shipwreck.png,,150,true,true,,,,,undead_bastion_1_40137_discovered,undead_bastion_1_40137_charted,undead_bastion_1_40137_completed,undead_bastion_1_40137,Music_POI,bastion,false,Pride of Pucket,"Lost,Undead",22-25,7,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_shipwreck.png,,
40138,@ui_poi_bear_den_40138,,,,true,LyShineUI/Images/Map/Icon/POIs/bear_den.png,,250,true,true,,,,,bear_den_40138_discovered,bear_den_40138_charted,,bear_den_40138,Music_POI,bear_den,false,Bear Den,Bear,40,0,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_bearden.png,,
40139,@ui_poi_bear_den_40139,,,,true,LyShineUI/Images/Map/Icon/POIs/bear_den.png,,100,true,true,,,,,bear_den_40139_discovered,bear_den_40139_charted,,bear_den_40139,Music_POI,bear_den,false,Bear Den,Bear,40,0,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_bearden.png,,
40140,@ui_poi_drownedshipwreck_3_40140,,,,true,LyShineUI/Images/Map/Icon/POIs/Shipwreck.png,,150,true,true,,,,,drowned_shipwreck_3_40140_discovered,drowned_shipwreck_3_40140_charted,,drowned_shipwreck_3_40140,Music_POI,shipwreck,false,Ruskin's Redemption,"Lost,Drowned",3-5,2,LyShineUI\Images\Map\tooltipImages\mapTooltip_territory9.png,,
40141,@ui_poi_drownedshipwreck_4_40141,,,,true,LyShineUI/Images/Map/Icon/POIs/Shipwreck.png,,150,true,true,,,,,drowned_shipwreck_4_40141_discovered,drowned_shipwreck_4_40141_charted,,drowned_shipwreck_4_40141,Music_POI,shipwreck,false,The Satisfaction,"Lost,Drowned",3-5,1,LyShineUI\Images\Map\tooltipImages\mapTooltip_territory9.png,,
40142,@ui_poi_drownedshipwreck_2_40142,,,,true,LyShineUI/Images/Map/Icon/POIs/Shipwreck.png,,150,true,true,,,,,drowned_shipwreck_2_40142_discovered,drowned_shipwreck_2_40142_charted,,drowned_shipwreck_2_40142,Music_POI,shipwreck,false,Mesnard's Might,"Lost,Drowned",3-4,2,LyShineUI\Images\Map\tooltipImages\mapTooltip_territory9.png,,
40143,@ui_poi_boar_infestation_1_40143,,,,true,LyShineUI/Images/Map/Icon/NPCs/Boar_Compass.png,,100,true,true,,,,,boar_infestation_1_40143_discovered,boar_infestation_1_40143_charted,,boar_infestation_1,Music_POI,infestation,false,Boar Infestation,Boar,3,0,LyShineUI\Images\Map\tooltipImages\POI\mapTooltip_poi_boar_island.png,,
40144,@ui_poi_drownedshipwreck_1_40144,,,,true,LyShineUI/Images/Map/Icon/POIs/Shipwreck.png,,150,true,true,,,,,drowned_shipwreck_1_40144_discovered,drowned_shipwreck_1_40144_charted,,drowned_shipwreck_1_40143,Music_POI,shipwreck,false,The Crown of Corpora,"Lost,Drowned",4,6,LyShineUI\Images\Map\tooltipImages\mapTooltip_territory9.png,,
40145,@ui_poi_boar_infestation_1_40145,,,,true,LyShineUI/Images/Map/Icon/NPCs/Boar_Compass.png,,100,true,true,,,,,boar_infestation_1_40145_discovered,boar_infestation_1_40145_charted,,boar_infestation_1,Music_POI,infestation,false,Boar Infestation,Boar,3,0,LyShineUI\Images\Map\tooltipImages\POI\mapTooltip_poi_boar_island.png,,
40146,@ui_poi_drownedcavern_40146,,,,true,LyShineUI/Images/Map/Icon/POIs/cave.png,,100,true,true,,,,,drowned_cavern_40146_discovered,drowned_cavern_40146_charted,,drowned_cavern_40146,Music_POI,cave,false,Drowned Cavern,"Lost,Drowned",3-7,5,LyShineUI/Images/Map/tooltipImages/POI/mapTooltip_darkness_minor_hive.png,,
40148,@ui_poi_outpost_41_2_40148,,,,true,LyShineUI/Images/Map/Icon/POIs/watchtower.png,,100,true,true,2,,,,,,,watchtower,Music_POI,watchtower,false,Windsward Watchtower,,,0,LyShineUI\Images\Map\tooltipImages\mapTooltip_outpost_default.png,,
40149,@ui_poi_witheredfarm_3_40149,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_farm_village.png,,150,true,true,,,,,withered_farm_3_40149_discovered,withered_farm_3_40149_charted,,withered_farm_3_40149,Music_POI,farm,false,Olcott Family Farm,"Lost,Withered",9-11,10,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_farm.png,,
40150,@ui_poi_boar_infestation_1_40150,,,,true,LyShineUI/Images/Map/Icon/NPCs/Boar_Compass.png,,100,true,true,,,,,boar_infestation_1_40150_discovered,boar_infestation_1_40150_charted,,boar_infestation_1,Music_POI,infestation,false,Boar Infestation,Boar,3,0,LyShineUI\Images\Map\tooltipImages\POI\mapTooltip_poi_boar_island.png,,
40151,@ui_poi_nettlerest_graveyard_40151,,,,true,LyShineUI/Images/Map/Icon/POIs/Graveyard.png,,450,true,true,,,,,nettlerest_graveyard_40151_discovered,nettlerest_graveyard_40151_charted,,nettlerest_graveyard_40151,Music_POI,abandoned_village,false,Nettlerest Cemetery,"Lost,Wraith,Withered,Undead",22-25,0,LyShineUI\Images\Map\tooltipImages\mapTooltip_poi_graveyard.png,,
40152,@ui_poi_overlook_40152,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_ruins.png,,150,true,true,,,,,ancient_overlook_40152_discovered,ancient_overlook_40152_charted,ancient_overlook_40152_completed,ancient_overlook_40152,Music_POI,ancient_ruins,false,Fallswatch Overlook,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,
40153,@ui_poi_ancient_ruins_40153,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_ruins.png,,150,true,true,,,,,ancient_ruins_40153_discovered,ancient_ruins_40153_charted,ancient_ruins_40153_completed,ancient_ruins_40153,Music_POI,ancient_ruins,false,Valley View Mirador,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,
40154,@ui_poi_ancient_ruins_40154,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_temple_sm.png,,150,true,true,,,,,ancient_ruins_40154_discovered,ancient_ruins_40154_charted,,ancient_ruins_40154,Music_POI,ancient_ruins,false,The Steep,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,
40155,@ui_poi_ancient_ruins_40155,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_temple_sm.png,,150,true,true,,,,,ancient_ruins_40155_discovered,ancient_ruins_40155_charted,,ancient_ruins_40155,Music_POI,ancient_ruins,false,Hilltop Ruins,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_outpostRush_grove.png,,
40156,@ui_poi_infested_monolith_40156,,,,true,LyShineUI/Images/Map/Icon/POIs/ancient_tower.png,,100,true,true,,,,,Infested_Monolith_40156_discovered,Infested_Monolith_40156_charted,,Infested_Monolith,Music_POI,Infested_Monolith,false,Infested Monolith,,,,LyShineUI\Images\Map\tooltipImages\POI\mapTooltip_darkness_major_monolith.png,,
40157,@ui_poi_withered_camp_40157,,,,true,LyShineUI\Images\Map\Icon\Gatherables\Grain_Compass.png,,150,true,true,,,,,withered_camp_40157_discovered,withered_camp_40157_charted,withered_camp_40157_completed,withered_camp_40157,Music_POI,camp,false,Bulrush Wash,"Lost,Withered",11-12,5,LyShineUI/Images/Map/tooltipImages/mapTooltip_territory13.png,,
40158,@ui_poi_undeadbastion_40158,,,,true,LyShineUI/Images/Map/Icon/POIs/hero_shipwreck.png,,230,true,true,,,,,undeadbastion_40158_discovered,undeadbastion_40158_charted,undeadbastion_40158_completed,undead_bastion_40158,Music_POI,bastion,false,Buccaneer Falls,"Lost,Undead",15-18,11,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_shipwreck.png,,
40159,@ui_poi_witheredfarm_40159,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_farm_village.png,,150,true,true,,,,,witheredfarm_40159_discovered,witheredfarm_40159_charted,witheredfarm_40159_completed,witheredfarm_40159,Music_POI,farm,false,Hank's Homestead,"Lost,Withered",11-19,10,LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_farm.png,,
40160,@ui_poi_infested_village_40160,,,,true,LyShineUI/Images/Map/Icon/POIs/Buildings_Damned.png,,100,true,true,,,,,infested_village_40160_discovered,infested_village_40160_charted,infested_village_40160_completed,infested_village_40160,Music_POI,Infested_Monolith,false,Harplass Homestead,Corrupted,,,LyShineUI/Images/Map/tooltipImages/POI/mapTooltip_darkness_minor_hive.png,,
40161,@ui_poi_fish_hotspot_broad,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot1.png,,60,false,true,,,,,,fish_hotspot_40161_charted,,FishingHotspot,Music_POI,camp,false,Fishing Hotspot,,,,/LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_1.png,,
40162,@ui_poi_fish_hotspot_broad,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot1.png,,60,false,true,,,,,,fish_hotspot_40162_charted,,FishingHotspot,Music_POI,camp,false,Fishing Hotspot,,,,/LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_1.png,,
40163,@ui_poi_fish_hotspot_rare,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot2.png,,60,false,true,,,,,,fish_hotspot_40163_charted,,FishingHotspot,Music_POI,camp,false,Fishing Hotspot,,,,/LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_2.png,,
40164,@ui_poi_fish_hotspot_secret,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot3.png,,60,false,true,,,,,,fish_hotspot_40164_charted,,FishingHotspot,Music_POI,camp,false,Fishing Hotspot,,,,/LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_3.png,,
40165,@ui_poi_fish_hotspot_secret,,,,true,LyShineUI/Images/Map/Icon/POIs/fish_hotspot3.png,,60,false,true,,,,,,fish_hotspot_40165_charted,,FishingHotspot,Music_POI,camp,false,Fishing Hotspot,,,,/LyShineUI/Images/Map/tooltipImages/mapTooltip_poi_fish_3.png,,
40166,@ui_poi_msq_hub_hermit,,,,true,LyShineUI/Images/Map/Icon/POIs/abandoned_fishing_village.png,,150,true,true,,,,,msq_hub_hermit_40166_discovered,msq_hub_hermit_40166_charted,,msq_hub_hermit,Music_POI,abandoned_village,false,Fisherman's Bend,,,,LyShineUI\Images\Map\tooltipImages\mapTooltip_territory6.png,,
40167,@ui_poi_amrine_dungeon,,,,true,LyShineUI/Images/Map/Icon/POIs/expedition_amrine.png,,150,true,true,,,,,amrine_dungeon_40167_discovered,amrine_dungeon_40167_charted,,amrine_dungeon,Music_POI,amrine_dungeon,false,,,,,lyShineui/images/map/tooltipimages/mapTooltip_DungeonAmrine.dds,DungeonAmrine,
40168,@ui_poi_shattered_dungeon,,,,true,LyShineUI/Images/Map/Icon/POIs/expedition_obelisk.png,,150,true,true,,,,,shattered_dungeon_40168_discovered,shattered_dungeon_40168_charted,,shattered_dungeon,Music_POI,shattered_dungeon,false,,,,,lyShineui/images/map/tooltipimages/mapTooltip_DungeonShatteredObelisk.dds,DungeonShatteredObelisk,
40169,@ui_poi_factionarea_40169,,,,true,,,60,false,true,,,,,,factionarea_40169_charted,,factionarea_40169,Music_POI,factionarea,true,Faction Area,,,,,,
40170,@ui_poi_spiritshrine_01_40170,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,,150,false,true,1,,,,,spiritshrine_01_40170_charted,spiritshrine_01_40170_completed,spiritshrine_01_40170,Music_POI,watchtower,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png
40171,@ui_poi_spiritshrine_02_40171,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,,150,false,true,1,,,,,spiritshrine_02_40171_charted,spiritshrine_02_40171_completed,spiritshrine_02_40171,Music_POI,watchtower,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png
40172,@ui_poi_yeti_40172,,,,true,LyShineUI/Images/Map/Icon/POIs/event_cave.png,,150,true,true,,,,,yeti_40172_discovered,yeti_40172_charted,,yeti_40172,Music_POI,cave_ice,false,,,,,LyShineUI/Images/Map/tooltipImages/POI/mapTooltip_poi_icecave.png,,
40173,@ui_poi_yeti_40173,,,,true,LyShineUI/Images/Map/Icon/POIs/event_cave.png,,150,true,true,,,,,yeti_40173_discovered,yeti_40173_charted,,yeti_40173,Music_POI,cave_ice,false,,,,,LyShineUI/Images/Map/tooltipImages/POI/mapTooltip_poi_icecave.png,,
40175,@ui_poi_spiritshrine_03_40175,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,,150,false,true,1,,,,,spiritshrine_03_40175_charted,,spiritshrine_03_40175,Music_POI,watchtower,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png
40176,@ui_poi_spiritshrine_04_40176,,,,true,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png,,150,false,true,1,,,,,spiritshrine_04_40176_charted,,spiritshrine_04_40176,Music_POI,watchtower,false,Spirit Shrine,,,,LyShineUI/Images/Map/tooltipImages/mapTooltip_spiritshrine.png,,LyShineUI/Images/Map/Icon/POIs/spirit_shrine.png
