StatusID,DisplayName,Description,EffectCategories,PlaceholderIcon,ShowInUITray,ShowTextInDamageNumbers,FxScriptOn,FxScriptOff,ShouldRefreshFxScript,WeaponEffectType,Notification,DisableTelemetry,IsClientPredicted,PotencyPerLevel,BaseDuration,TickRate,DelayInitialTick,TickCondition,OnTickStatusEffect,KeepOnTickEffectOnEnd,StopOnHitCount,HitCondition,RequireReaction,OnStackStatusEffect,AddOnStackSize,AddOnStackSizeComparison,HealThreatMultiplier,ScaleAmountOverTime,ScaleAmountOverTimeMin,ScaleAmountOverTimeMax,DamageSkipsDeathsDoor,Health,HealthMin,HealthModifierPercent,HealthModifierDamageBased,UseHealScalingValue,HealScalingValueMultiplier,StaminaDamageModifier,ManaModifierDamageBased,DamageType,CritChanceModifier,CritDamageModifier,OnEndStatusEffect,CastSpell,TargetOwnsSpell,UseSourceWeaponForSpell,FromAlchemy,FromSpell,NoHealthRegen,HealMod,MaxHealthMod,HealthRate,CoreTempMod,TempMod,Stamina,StaminaRate,Mana,ManaRate,Food,FoodBurn,Drink,DrinkBurn,Encumbrance,ItemClassWeightMods,XPIncreases,AzothMod,FactionReputationMod,FactionTokensMod,EXPLogging,EXPMining,EXPHarvesting,EXPSkinning,EXPSmelting,EXPWoodworking,EXPLeatherworking,EXPWeaving,EXPStonecutting,GrantSanctuary,NoSprint,NoRun,NoDodge,NoNav,Silenced,Stunned,RemoveOnDeath,RemoveOnDeathsDoor,RemoveOnRespawn,RemoveOnGameModeExit,IgnoreDiminishingReturns,OnlyChangeOwnedStatusEffects,Afflictions,OnHitAffixes,EquipAbility,UseSourceWeaponForAbilityEffect,IsNegative,RespecTradeskills,RespecAttributes,EffectDurationMods,EffectPotencyMods,RemoveStatusEffects,RemoveStatusEffectCategories,GlobalRollMod,LootTags,FishingLineStrength,FishSizeRollModifier,MODConstitution,MODFocus,MODStrength,MODDexterity,MODIntelligence,MGSArcana,MGSWeaponsmithing,MGSJewelcrafting,MGSEngineering,MGSArmoring,MaxGSArcana,MaxGSWeaponsmithing,MaxGSJewelcrafting,MaxGSEngineering,MaxGSArmoring,ROLCooking,ROLWeaving,ROLStonecutting,ROLSmelting,ROLLeatherworking,ROLWoodworking,ROLLogging,ROLMining,ROLSkinning,ROLHarvesting,ROLFishing,MULTLogging,MULTMining,MULTSkinning,MULTHarvesting,MULTFishing,EFFLogging,EFFMining,EFFSkinning,EFFHarvesting,INSLogging,INSMining,INSSkinning,INSHarvesting,ABSStandard,ABSSiege,ABSStrike,ABSSlash,ABSThrust,ABSArcane,ABSFire,ABSIce,ABSNature,ABSLightning,ABSCorruption,ABSVitalsCategory,RESPoison,RESDisease,RESBleed,RESFrostbite,RESCurse,RESBlight,BLAStandard,BLASiege,BLAStrike,BLASlash,BLAThrust,BLAArcane,BLAFire,BLAIce,BLALightning,BLACorruption,ABAPoison,ABADisease,ABABleed,ABAFrostbite,ABACurse,ABABlight,WKNStandard,WKNSiege,WKNStrike,WKNSlash,WKNThrust,WKNArcane,WKNFire,WKNIce,WKNNature,WKNLightning,WKNCorruption,DMGStandard,DMGSiege,DMGStrike,DMGSlash,DMGThrust,DMGArcane,DMGFire,DMGIce,DMGNature,DMGLightning,DMGCorruption,DMGVitalsCategory,AFAPoison,AFADisease,AFABleed,AFAFrostbite,AFACurse,AFABlight,StackDuration,DurationMax,InheritDuration,InheritTotalDuration,RefreshDuration,StackMax,InitialStackSize,RemoveUnappliedStacks,PotencyMax,DontReplaceStack,MoveSpeedMod,SprintSpeedMod,FastTravelEncumbranceMod,GameEventId,HealRewardGameEventId,HealRewardThreshold,WeaponMasteryCategoryId,UIPriority,UiNameplatePriority,ShowInNameplates,ShowTextInNameplates,OverrideOtherNameplateText,HidesOtherStatusEffectIcons,DynamicModelScaleFactor,DynamicModelScaleRampTimeSecs,SpawnSlice,DisableSupportContributionRewards,BlockMultipleEffectsFromSameSource,AllowSelfOnlyAsSourceForAbilities,IgnoreInvulnerable,NotCombatAction ,ItemLootVolumeMods
MinorPotionRegen,@MinorPotionRegen_DisplayName,@MinorPotionRegen_Tooltip,Heal,lyshineui/images/status/SE_HealT1.png,true,true,,,,,,,,,-1,1,,,,,0,,,,,,,,,,,40,,0.007,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,3,3,true,,,,,,,,,,,,
MajorPotionRegen,@MajorPotionRegen_DisplayName,@MajorPotionRegen_Tooltip,Heal,lyshineui/images/status/SE_HealT2.png,true,true,,,,,,,,,-1,1,,,,,0,,,,,,,,,,,90,,0.007,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,3,3,true,,,,,,,,,,,,
GreaterPotionRegen,@GreaterPotionRegen_DisplayName,@GreaterPotionRegen_Tooltip,Heal,lyshineui/images/status/SE_HealT3.png,true,true,,,,,,,,,-1,1,,,,,0,,,,,,,,,,,160,,0.007,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,3,3,true,,,,,,,,,,,,
GrandPotionRegen,@GrandPotionRegen_DisplayName,@GrandPotionRegen_Tooltip,Heal,lyshineui/images/status/SE_HealT4.png,true,true,,,,,,,,,-1,1,,,,,0,,,,,,,,,,,240,,0.007,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,3,3,true,,,,,,,,,,,,
BandageHeal,,,,,,false,,,,,,,,,-1,0,,,,,0,,,,,,,,,,,60,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,
MinorPotionEndurance,@MinorPotionEndurance_DisplayName,@MinorPotionEndurance_Tooltip,Boost,lyshineui/images/status/SE_StaminaRecoveryT1.png,true,true,,,,,,,,,-1,0,,,,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,3,3,true,,,,,,,,,,,,
MinorPotionFocus,@MinorPotionFocus_DisplayName,@MinorPotionFocus_Tooltip,Focus,lyshineui/images/status/SE_ManaRecoveryT1.png,true,true,,,,,,,,,-1,1,,,,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,3,3,true,,,,,,,,,,,,
MinorPotionStalwart,@MinorPotionStalwart_DisplayName,@MinorPotionStalwart_Tooltip,Boost,,,false,,,,,,,,,-1,0,,,,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,3,3,,,,,,,,,,,,,
MajorPotionEndurance,@MajorPotionEndurance_DisplayName,@MajorPotionEndurance_Tooltip,Boost,lyshineui/images/status/SE_StaminaRecoveryT2.png,true,true,,,,,,,,,-1,0,,,,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,3,3,true,,,,,,,,,,,,
MajorPotionFocus,@MajorPotionFocus_DisplayName,@MajorPotionFocus_Tooltip,Focus,lyshineui/images/status/SE_ManaRecoveryT2.png,true,true,,,,,,,,,-1,1,,,,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,3,3,true,,,,,,,,,,,,
MajorPotionStalwart,@MajorPotionStalwart_DisplayName,@MajorPotionStalwart_Tooltip,Boost,,,false,,,,,,,,,-1,0,,,,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,3,3,,,,,,,,,,,,,
MajorPotionEncumbrance,@MajorPotionEncumbrance_DisplayName,@MajorPotionEncumbrance_Tooltip,Boost,lyshineui/images/status/SE_IncreaseEncumberLimitT2.png,true,true,,,,,,,,,-1,0,,,,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,3,3,true,,,,,,,,,,,,
GreaterPotionEndurance,@GreaterPotionEndurance_DisplayName,@GreaterPotionEndurance_Tooltip,Boost,lyshineui/images/status/SE_StaminaRecoveryT3.png,true,true,,,,,,,,,-1,0,,,,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,3,3,true,,,,,,,,,,,,
GreaterPotionFocus,@GreaterPotionFocus_DisplayName,@GreaterPotionFocus_Tooltip,Focus,lyshineui/images/status/SE_ManaRecoveryT3.png,true,true,,,,,,,,,-1,1,,,,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,3,3,true,,,,,,,,,,,,
GreaterPotionStalwart,@GreaterPotionStalwart_DisplayName,@GreaterPotionStalwart_Tooltip,Boost,,,false,,,,,,,,,-1,0,,,,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,3,3,,,,,,,,,,,,,
GreaterPotionEncumbrance,@GreaterPotionEncumbrance_DisplayName,@GreaterPotionEncumbrance_Tooltip,Boost,lyshineui/images/status/SE_IncreaseEncumberLimitT3.png,true,true,,,,,,,,,-1,0,,,,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,3,3,true,,,,,,,,,,,,
GrandPotionEndurance,@GrandPotionEndurance_DisplayName,@GrandPotionEndurance_Tooltip,Boost,lyshineui/images/status/SE_StaminaRecoveryT4.png,true,true,,,,,,,,,-1,0,,,,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,3,3,true,,,,,,,,,,,,
GrandPotionFocus,@GrandPotionFocus_DisplayName,@GrandPotionFocus_Tooltip,Focus,lyshineui/images/status/SE_ManaRecoveryT4.png,true,true,,,,,,,,,-1,1,,,,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,3,3,true,,,,,,,,,,,,
GrandPotionStalwart,@GrandPotionStalwart_DisplayName,@GrandPotionStalwart_Tooltip,Boost,,,false,,,,,,,,,-1,0,,,,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,3,3,,,,,,,,,,,,,
GrandPotionEncumbrance,@GrandPotionEncumbrance_DisplayName,@GrandPotionEncumbrance_Tooltip,Boost,lyshineui/images/status/SE_IncreaseEncumberLimitT4.png,true,true,,,,,,,,,-1,0,,,,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,3,3,true,,,,,,,,,,,,
