EventID,GameEventType,Level,CreatureType,RewardModifier,UniversalExpAmount,CurrencyReward,ItemReward,RewardsNotes,GearScoreRange,CategoricalProgressionId,CategoricalProgressionReward,TerritoryStanding,FactionReputation,FactionTokens,FactionInfluenceAmount,FactionInfluenceSrc,EmitTelemetry,AzothReward,AzothRewardChance,WhisperID
99B_MSQ_06_MorgenGraveA_interact,,0,Quest,,0,0,,,,,,0,,,,,true,0,0,
99B_MSQ_06_MorgenGraveB_interact,,0,Quest,,0,0,,,,,,0,,,,,true,0,0,
99B_MSQ_06_MorgenGraveC_interact,,0,Quest,,0,0,,,,,,0,,,,,true,0,0,
99B_MSQ_06_MementoFindA_interact,,0,Quest,,0,0,,,,,,0,,,,,true,0,0,
99B_MSQ_06_MementoFindB_interact,,0,Quest,,0,0,,,,,,0,,,,,true,0,0,
99B_MSQ_06_MementoFindC_interact,,0,Quest,,0,0,,,,,,0,,,,,true,0,0,
99B_MSQ_07_BurnCasket_interact,,0,Quest,,0,0,,,,,,0,,,,,true,0,0,
99B_MSQ_07_CleanseDarkness_interact,,0,Quest,,0,0,,,,,,0,,,,,true,0,0,
99B_MSQ_07_DigMoira_interact,,0,Quest,,0,0,,,,,,0,,,,,true,0,0,
99B_MSQ_07_DigMoira_WaveComplete,,0,Quest,,0,0,,,,,,0,,,,,true,0,0,
99B_MSQ_08_PurificationHerb_interact,,0,Quest,,0,0,,,,,,0,,,,,true,0,0,
99B_MSQ_08_PureAzothWater_interact,,0,Quest,,0,0,,,,,,0,,,,,true,0,0,
99B_MSQ_09_KeyringA_interact,,0,Quest,,0,0,,,,,,0,,,,,true,0,0,
99B_MSQ_09_KeyringB_interact,,0,Quest,,0,0,,,,,,0,,,,,true,0,0,
99B_MSQ_09_KeyringC_interact,,0,Quest,,0,0,,,,,,0,,,,,true,0,0,
99B_MSQ_09_SanctumDoor_interact,,0,Quest,,0,0,,,,,,0,,,,,true,0,0,
99B_MSQ_10_PlaceHeartgem_interact,,0,Quest,,0,0,,,,,,0,,,,,true,0,0,
99B_MSQ_10_SmashHeartgem_interact,,0,Quest,,0,0,,,,,,0,,,,,true,0,0,
99B_MSQ_10_FinalSeal_interact,,0,Quest,,0,0,,,,,,0,,,,,true,0,0,
99B_MSQ_02_GalahadJournal_interact,,0,Quest,,0,0,,,,,,0,,,,,true,0,0,
99B_MSQ_08_AzothTree_interact,,0,Quest,,0,0,,,,,,0,,,,,true,0,0,
99B_MSQ_11_BrightwatchHistory_interact,,0,Quest,,0,0,,,,,,0,,,,,true,0,0,
99B_MSQ_01_LoreNote_Umberto1_interact,,0,Quest,,0,0,,,,,,0,,,,,true,0,0,99B_Umberto_VoicedLoreNote_01
99B_MSQ_01_LoreNote_Umberto2_interact,,0,Quest,,0,0,,,,,,0,,,,,true,0,0,99B_Umberto_VoicedLoreNote_02
99B_MSQ_02_LoreNote_Umberto3_interact,,0,Quest,,0,0,,,,,,0,,,,,true,0,0,99B_Umberto_VoicedLoreNote_03
99B_MSQ_02_LoreNote_Umberto4_interact,,0,Quest,,0,0,,,,,,0,,,,,true,0,0,99B_Umberto_VoicedLoreNote_04
99B_MSQ_03_LoreNote_Umberto5_interact,,0,Quest,,0,0,,,,,,0,,,,,true,0,0,99B_Umberto_VoicedLoreNote_05
99B_MSQ_06_LoreNote_Umberto7_interact,,0,Quest,,0,0,,,,,,0,,,,,true,0,0,99B_Umberto_VoicedLoreNote_07
99B_MSQ_06_LoreNote_Umberto8_interact,,0,Quest,,0,0,,,,,,0,,,,,true,0,0,99B_Umberto_VoicedLoreNote_08
99B_MSQ_07_LoreNote_Moira1_interact,,0,Quest,,0,0,,,,,,0,,,,,true,0,0,99B_Moira_VoicedLoreNote_01
99B_MSQ_02_Isabella_Whisper1_interact,,0,Quest,,0,0,,,,,,0,,,,,true,0,0,99B_Isabella_whisper_BW_01
99B_MSQ_04_Isabella_Whisper2_interact,,0,Quest,,0,0,,,,,,0,,,,,true,0,0,99B_Isabella_whisper_BW_02
99B_MSQ_10_IGC_CaerDunCurse_interact,,0,Quest,,0,0,,,,,,0,,,,,true,0,0,
