EventID,GameEventType,Level,CreatureType,RewardModifier,Reward Type,UniversalExpAmount,CurrencyReward,RewardsNotes,ItemReward,ItemRewardQty,GearScoreRange,CategoricalProgressionId,CategoricalProgressionReward,TerritoryStanding,FactionReputation,FactionTokens,FactionInfluenceAmount,FactionInfluenceSrc,AzothReward,AzothRewardChance,WhisperId,AchievementId,IgnoreEconomyTracker,EntitlementId,PVPXP,RemoveStatusEffectCategories,EmitTelemetry
0831_0102_LastArgument_Stock_success,,60,Quest+,,,5630,15750,,QuestRewardArmorCase5,,,,,,,,,,30,1,,,,,,,true
0831_0103_LastArgument_Polished_success,,60,Quest+,,,5630,15750,,QuestRewardWeaponCase5,,,,,250,,,,,30,1,,,,,,,true
0831_0104_LastArgument_Lock_success,,60,Quest+,,,5630,15750,,QuestRewardArmorCase5,,,,,250,,,,,30,1,,,,,,,true
0831_0105_LastArgument_Perfection_success,,60,Quest+,,,5630,15750,,QuestRewardWeaponCase5,,,,,250,,,,,30,1,,,,,,,true
0831_0106_LastArgument_Receiver_success,,60,Quest+,,,5630,15750,,QuestRewardArmorCase5,,,,,250,,,,,30,1,,,,,,,true
0831_0107_LastArgument_Darkness_success,,60,Quest+,,,5630,15750,,QuestRewardWeaponCase5,,,,,250,,,,,30,1,,,,,,,true
0831_0108_LastArgument_Barrels_success,,60,Quest+,,,5630,15750,,QuestRewardArmorCase5,,,,,250,,,,,30,1,,,,,,,true
0831_0109_LastArgument_Ignition_success,,60,Quest+,,,5630,15750,,QuestRewardWeaponCase5,,,,,250,,,,,30,1,,,,,,,true
0804_AltarOfTheDeparted_interact,,0,Quest-,,,0,0,,,,,,,,,,,,0,0,,,,,,,true
0801_CorrDynastyAltar_interact,,0,Quest-,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
0808_ScrollBurn_interact,,0,Quest-,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
0802_AirShrine_interact,,0,Quest-,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
0802_FireShrine_interact,,0,Quest-,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
0802_WaterShrine_interact,,0,Quest-,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
0802_EarthShrine_interact,,0,Quest-,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
0825_CookingSupplies_interact,,0,Quest-,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
0826_TigerCage_interact,,0,Quest-,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
0828_Heirlooms_interact,,0,Quest-,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
0828_Heirlooms_b_interact,,0,Quest-,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
0804_CorruptedNodule_interact,,0,Quest-,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
0831_DryadsEyePlant_interact,,0,Quest-,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
0831_BruteCannonSchematic_interact,,0,Quest-,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
0831_DiscardedArmorPile_interact,,0,Quest-,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
Dynasty_Gong_Interact,,0,Quest-,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
