EventID,GameEventType,Level,CreatureType,RewardModifier,Reward Type,UniversalExpAmount,CurrencyReward,RewardsNotes,ItemReward,ItemRewardQty,GearScoreRange,CategoricalProgressionId,CategoricalProgressionReward,TerritoryStanding,FactionReputation,FactionTokens,FactionInfluenceAmount,FactionInfluenceSrc,AzothReward,AzothRewardChance,WhisperID,AchievementId,IgnoreEconomyTracker,EntitlementId,PVPXP,RemoveStatusEffectCategories,EmitTelemetry
IO_99D_MSQ_BarricadesChop2_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
IO_99D_MSQ_BarricadesChop3_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
IO_99D_MSQ_06_UnfinishedPortals_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
IO_99D_MSQ_06_UnfinishedPortals2_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
IO_99D_MSQ_06_UnfinishedPortals3_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
IO_99D_MSQ_06_UnfinishedPortals4_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
IO_99D_MSQ_06_UnfinishedPortals5_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
IO_99D_MSQ_09_MedicineCrates_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
IO_99D_MSQ_09_MedicineCrates2_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
IO_99D_MSQ_09_MedicineCrates3_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
IO_99D_MSQ_10_LogPile1_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
IO_99D_MSQ_10_StonePile1_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
IO_99D_MSQ_10_LogPile2_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
IO_99D_MSQ_10_StonePile2_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
IO_99D_MSQ_10_BuildBarricade1_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
IO_99D_MSQ_10_BuildBarricade2_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
IO_99D_MSQ_10_BuildBarricade3_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
IO_99D_MSQ_10_BuildBarricade4_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
IO_99D_MSQ_ShrineTeleport_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
IO_99D_MSQ_CorruptedPortal_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
IO_99D_MSQ_Thorpe_CinematicStart_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
Cyclic_99D_MSQ_01_Cart_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
Cyclic_99D_MSQ_corrupt_puzzleStone1_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
Cyclic_99D_MSQ_corrupt_puzzleStone2_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
Cyclic_99D_MSQ_BallistaRotate_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,,,,,,,true
99D_Isabella_whisper_GC_00_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99D_Isabella_whisper_GC_00,,,,,,true
99D_Isabella_whisper_GC_01_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99D_Isabella_whisper_GC_01,,,,,,true
99D_Isabella_whisper_GC_02_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99D_Isabella_whisper_GC_02,,,,,,true
99D_Isabella_whisper_GC_03_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99D_Isabella_whisper_GC_03,,,,,,true
99D_Thorpe_VoicedLoreNote_00_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99D_Thorpe_VoicedLoreNote_00,,,,,,true
99D_Thorpe_VoicedLoreNote_01_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99D_Thorpe_VoicedLoreNote_01,,,,,,true
99D_Thorpe_VoicedLoreNote_02_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99D_Thorpe_VoicedLoreNote_02,,,,,,true
99D_Thorpe_VoicedLoreNote_03_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99D_Thorpe_VoicedLoreNote_03,,,,,,true
99D_Thorpe_VoicedLoreNote_04_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99D_Thorpe_VoicedLoreNote_04,,,,,,true
99D_Thorpe_VoicedLoreNote_05_interact,,0,Quest,,,0,0,,,,,,,0,,,,,0,0,99D_Thorpe_VoicedLoreNote_05,,,,,,true
