PerkID,PerkType,ConditionEvent,ItemClass,ExcludeItemClass,Channel,ExclusiveLabels,ItemPerkConflictsLocText,DeprecatedPerkId,ScalingPerGearScore,ItemClassGSBonus,DisplayName,SecondaryEffectDisplayName,Description,StatDisplayText,GroupName,Tier,ExcludeFromTradingPost,AppliedPrefix,AppliedSuffix,NamePriority,IconPath,Affix,EquipAbility,DayPhases,FishingWaterType,TerritoryId,CombatStatus,WeaponTag,Category,ScheduleID,Sorting
PerkID_Stat_ArmorSentry,Inherent,OnEquip,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken,,1,Attribute+Constitution,,,"0.018,625:0.03134",,@Perk_Attribute_ArmorSentry,,@Perk_Attribute_ArmorSentry_Description,@ui_stat_bonus_single_tooltip,,,,,@SentrySuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,Affix_Stat_ArmorSentry,,,,,,,,,
PerkID_Stat_ArmorSoldier,Inherent,OnEquip,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken,,1,Attribute+Strength,,,"0.018,625:0.03134",,@Perk_Attribute_ArmorSoldier,,@Perk_Attribute_ArmorSoldier_Description,@ui_stat_bonus_single_tooltip,,,,,@SoldierSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,Affix_Stat_ArmorSoldier,,,,,,,,,
PerkID_Stat_ArmorSpellsword,Inherent,OnEquip,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken,,1,Attribute,,,"0.018,625:0.03134",,@Perk_Attribute_ArmorSpellsword,,@Perk_Attribute_ArmorSpellsword_Description,@ui_stat_bonus_multiple_tooltip,,,,,@SpellswordSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,Affix_Stat_ArmorSpellsword,,,,,,,,,
PerkID_Stat_ArmorTrickster,Inherent,OnEquip,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken,,1,Attribute,,,"0.018,625:0.03134",,@Perk_Attribute_ArmorTrickster,,@Perk_Attribute_ArmorTrickster_Description,@ui_stat_bonus_multiple_tooltip,,,1,,@TricksterSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,Affix_Stat_ArmorTrickster,,,,,,,,,
PerkID_Stat_ArmorWarden,Inherent,OnEquip,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken,,1,Attribute,,,"0.018,625:0.03134",,@Perk_Attribute_ArmorWarden,,@Perk_Attribute_ArmorWarden_Description,@ui_stat_bonus_multiple_tooltip,,,,,@WardenSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,Affix_Stat_ArmorWarden,,,,,,,,,
PerkID_Stat_ArmorZealot,Inherent,OnEquip,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken,,1,Attribute,,,"0.018,625:0.03134",,@Perk_Attribute_ArmorZealot,,@Perk_Attribute_ArmorZealot_Description,@ui_stat_bonus_multiple_tooltip,,,,,@ZealotSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,Affix_Stat_ArmorZealot,,,,,,,,,
PerkID_Stat_OneHandArtificer,Inherent,OnEquip,Sword+Flail,EquippableTool,1,Attribute,,,"0.018,625:0.02956",,@Perk_Attribute_OneHandedArtificer,,@Perk_Attribute_OneHandedArtificer_Description,@ui_stat_bonus_multiple_tooltip,,,1,,@ArtificerSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,Affix_Stat_OneHandArtificer,,,,,,,,,
PerkID_Stat_OneHandAssassin,Inherent,OnEquip,Sword+Flail,EquippableTool,1,Attribute,,,"0.018,625:0.02956",,@Perk_Attribute_OneHandedAssassin,,@Perk_Attribute_OneHandedAssassin_Description,@ui_stat_bonus_multiple_tooltip,,,,,@AssassinSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,Affix_Stat_OneHandAssassin,,,,,,,,,
PerkID_Stat_OneHandBarbarian,Inherent,OnEquip,Sword+Flail,EquippableTool,1,Attribute,,,"0.018,625:0.02956",,@Perk_Attribute_OneHandedBarbarian,,@Perk_Attribute_OneHandedBarbarian_Description,@ui_stat_bonus_multiple_tooltip,,,,,@BarbarianSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,Affix_Stat_OneHandBarbarian,,,,,,,,,
PerkID_Stat_OneHandBattlemage,Inherent,OnEquip,Sword+Flail,EquippableTool,1,Attribute,,,"0.018,625:0.02956",,@Perk_Attribute_OneHandedBattlemage,,@Perk_Attribute_OneHandedBattlemage_Description,@ui_stat_bonus_multiple_tooltip,,,1,,@BattlemageSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,Affix_Stat_OneHandBattlemage,,,,,,,,,
PerkID_Stat_OneHandBrigand,Inherent,OnEquip,Sword+Flail,EquippableTool,1,Attribute,,,"0.018,625:0.02956",,@Perk_Attribute_OneHandedBrigand,,@Perk_Attribute_OneHandedBrigand_Description,@ui_stat_bonus_multiple_tooltip,,,1,,@BrigandSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,Affix_Stat_OneHandBrigand,,,,,,,,,
PerkID_Stat_OneHandCavalier,Inherent,OnEquip,Sword+Flail,EquippableTool,1,Attribute,,,"0.018,625:0.02956",,@Perk_Attribute_OneHandedCavalier,,@Perk_Attribute_OneHandedCavalier_Description,@ui_stat_bonus_multiple_tooltip,,,1,,@CavalierSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,Affix_Stat_OneHandCavalier,,,,,,,,,
PerkID_Stat_OneHandCleric,Inherent,OnEquip,Sword+Flail,EquippableTool,1,Attribute,,,"0.018,625:0.02956",,@Perk_Attribute_OneHandedCleric,,@Perk_Attribute_OneHandedCleric_Description,@ui_stat_bonus_multiple_tooltip,,,,,@ClericSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,Affix_Stat_OneHandCleric,,,,,,,,,
PerkID_Stat_OneHandDruid,Inherent,OnEquip,Sword+Flail,EquippableTool,1,Attribute,,,"0.018,625:0.02956",,@Perk_Attribute_OneHandedDruid,,@Perk_Attribute_OneHandedDruid_Description,@ui_stat_bonus_multiple_tooltip,,,1,,@DruidSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,Affix_Stat_OneHandDruid,,,,,,,,,
PerkID_Stat_OneHandDuelist,Inherent,OnEquip,Sword+Flail,EquippableTool,1,Attribute,,,"0.018,625:0.02956",,@Perk_Attribute_OneHandedDuelist,,@Perk_Attribute_OneHandedDuelist_Description,@ui_stat_bonus_multiple_tooltip,,,,,@DuelistSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,Affix_Stat_OneHandDuelist,,,,,,,,,
PerkID_Stat_OneHandFighter,Inherent,OnEquip,Sword+Flail,EquippableTool,1,Attribute,,,"0.018,625:0.02956",,@Perk_Attribute_OneHandedFighter,,@Perk_Attribute_OneHandedFighter_Description,@ui_stat_bonus_multiple_tooltip,,,,,@FighterSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,Affix_Stat_OneHandFighter,,,,,,,,,
PerkID_Stat_OneHandKnight,Inherent,OnEquip,Sword+Flail,EquippableTool,1,Attribute,,,"0.018,625:0.02956",,@Perk_Attribute_OneHandedKnight,,@Perk_Attribute_OneHandedKnight_Description,@ui_stat_bonus_multiple_tooltip,,,1,,@KnightSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,Affix_Stat_OneHandKnight,,,,,,,,,
PerkID_Stat_OneHandMage,Inherent,OnEquip,Sword+Flail,EquippableTool,1,Attribute,,,"0.018,625:0.02956",,@Perk_Attribute_OneHandedMage,,@Perk_Attribute_OneHandedMage_Description,@ui_stat_bonus_multiple_tooltip,,,1,,@MageSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,Affix_Stat_OneHandMage,,,,,,,,,
PerkID_Stat_OneHandMonk,Inherent,OnEquip,Sword+Flail,EquippableTool,1,Attribute,,,"0.018,625:0.02956",,@Perk_Attribute_OneHandedMonk,,@Perk_Attribute_OneHandedMonk_Description,@ui_stat_bonus_multiple_tooltip,,,1,,@MonkSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,Affix_Stat_OneHandMonk,,,,,,,,,
PerkID_Stat_OneHandNomad,Inherent,OnEquip,Sword+Flail,EquippableTool,1,Attribute,,,"0.018,625:0.02956",,@Perk_Attribute_OneHandedNomad,,@Perk_Attribute_OneHandedNomad_Description,@ui_stat_bonus_multiple_tooltip,,,1,,@NomadSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,Affix_Stat_OneHandNomad,,,,,,,,,
PerkID_Stat_OneHandOccultist,Inherent,OnEquip,Sword+Flail,EquippableTool,1,Attribute,,,"0.018,625:0.02956",,@Perk_Attribute_OneHandedOccultist,,@Perk_Attribute_OneHandedOccultist_Description,@ui_stat_bonus_multiple_tooltip,,,,,@OccultistSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,Affix_Stat_OneHandOccultist,,,,,,,,,
PerkID_Stat_OneHandPriest,Inherent,OnEquip,Sword+Flail,EquippableTool,1,Attribute,,,"0.018,625:0.02956",,@Perk_Attribute_OneHandedPriest,,@Perk_Attribute_OneHandedPriest_Description,@ui_stat_bonus_multiple_tooltip,,,,,@PriestSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,Affix_Stat_OneHandPriest,,,,,,,,,
PerkID_Stat_OneHandRanger,Inherent,OnEquip,Sword+Flail,EquippableTool,1,Attribute+Dexterity,,,"0.018,625:0.02956",,@Perk_Attribute_OneHandedRanger,,@Perk_Attribute_OneHandedRanger_Description,@ui_stat_bonus_single_tooltip,,,,,@RangerSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,Affix_Stat_OneHandRanger,,,,,,,,,
PerkID_Stat_OneHandSage,Inherent,OnEquip,Sword+Flail,EquippableTool,1,Attribute+Focus,,,"0.018,625:0.02956",,@Perk_Attribute_OneHandedSage,,@Perk_Attribute_OneHandedSage_Description,@ui_stat_bonus_single_tooltip,,,,,@SageSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,Affix_Stat_OneHandSage,,,,,,,,,
PerkID_Stat_OneHandScholar,Inherent,OnEquip,Sword+Flail,EquippableTool,1,Attribute+Intelligence,,,"0.018,625:0.02956",,@Perk_Attribute_OneHandedScholar,,@Perk_Attribute_OneHandedScholar_Description,@ui_stat_bonus_single_tooltip,,,,,@ScholarSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,Affix_Stat_OneHandScholar,,,,,,,,,
PerkID_Stat_OneHandSentry,Inherent,OnEquip,Sword+Flail,EquippableTool,1,Attribute+Constitution,,,"0.018,625:0.02956",,@Perk_Attribute_OneHandedSentry,,@Perk_Attribute_OneHandedSentry_Description,@ui_stat_bonus_single_tooltip,,,,,@SentrySuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,Affix_Stat_OneHandSentry,,,,,,,,,
PerkID_Stat_OneHandSoldier,Inherent,OnEquip,Sword+Flail,EquippableTool,1,Attribute+Strength,,,"0.018,625:0.02956",,@Perk_Attribute_OneHandedSoldier,,@Perk_Attribute_OneHandedSoldier_Description,@ui_stat_bonus_single_tooltip,,,,,@SoldierSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,Affix_Stat_OneHandSoldier,,,,,,,,,
PerkID_Stat_OneHandSpellsword,Inherent,OnEquip,Sword+Flail,EquippableTool,1,Attribute,,,"0.018,625:0.02956",,@Perk_Attribute_OneHandedSpellsword,,@Perk_Attribute_OneHandedSpellsword_Description,@ui_stat_bonus_multiple_tooltip,,,,,@SpellswordSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,Affix_Stat_OneHandSpellsword,,,,,,,,,
PerkID_Stat_OneHandTrickster,Inherent,OnEquip,Sword+Flail,EquippableTool,1,Attribute,,,"0.018,625:0.02956",,@Perk_Attribute_OneHandedTrickster,,@Perk_Attribute_OneHandedTrickster_Description,@ui_stat_bonus_multiple_tooltip,,,1,,@TricksterSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,Affix_Stat_OneHandTrickster,,,,,,,,,
PerkID_Stat_OneHandWarden,Inherent,OnEquip,Sword+Flail,EquippableTool,1,Attribute,,,"0.018,625:0.02956",,@Perk_Attribute_OneHandedWarden,,@Perk_Attribute_OneHandedWarden_Description,@ui_stat_bonus_multiple_tooltip,,,,,@WardenSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,Affix_Stat_OneHandWarden,,,,,,,,,
PerkID_Stat_OneHandZealot,Inherent,OnEquip,Sword+Flail,EquippableTool,1,Attribute,,,"0.018,625:0.02956",,@Perk_Attribute_OneHandedZealot,,@Perk_Attribute_OneHandedZealot_Description,@ui_stat_bonus_multiple_tooltip,,,,,@ZealotSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,Affix_Stat_OneHandZealot,,,,,,,,,
PerkID_Stat_TwoHandArtificer,Inherent,OnEquip,Hatchet+Rapier+Spear+2HHammer+2hAxe+Bow+Musket+FireStaff+LifeStaff+IceMagic+VoidGauntlet+Blunderbuss+GreatSword+Sword+Flail,EquippableTool,1,Attribute,,,"0.018,625:0.02956",,@Perk_Attribute_TwoHandedArtificer,,@Perk_Attribute_TwoHandedArtificer_Description,@ui_stat_bonus_multiple_tooltip,,,1,,@ArtificerSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,Affix_Stat_TwoHandArtificer,,,,,,,,,
PerkID_Stat_TwoHandAssassin,Inherent,OnEquip,Hatchet+Rapier+Spear+2HHammer+2hAxe+Bow+Musket+FireStaff+LifeStaff+IceMagic+VoidGauntlet+Blunderbuss+GreatSword+Sword+Flail,EquippableTool,1,Attribute,,,"0.018,625:0.02956",,@Perk_Attribute_TwoHandedAssassin,,@Perk_Attribute_TwoHandedAssassin_Description,@ui_stat_bonus_multiple_tooltip,,,,,@AssassinSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,Affix_Stat_TwoHandAssassin,,,,,,,,,
PerkID_Stat_TwoHandBarbarian,Inherent,OnEquip,Hatchet+Rapier+Spear+2HHammer+2hAxe+Bow+Musket+FireStaff+LifeStaff+IceMagic+VoidGauntlet+Blunderbuss+GreatSword+Sword+Flail,EquippableTool,1,Attribute,,,"0.018,625:0.02956",,@Perk_Attribute_TwoHandedBarbarian,,@Perk_Attribute_TwoHandedBarbarian_Description,@ui_stat_bonus_multiple_tooltip,,,,,@BarbarianSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,Affix_Stat_TwoHandBarbarian,,,,,,,,,
PerkID_Stat_TwoHandBattlemage,Inherent,OnEquip,Hatchet+Rapier+Spear+2HHammer+2hAxe+Bow+Musket+FireStaff+LifeStaff+IceMagic+VoidGauntlet+Blunderbuss+GreatSword+Sword+Flail,EquippableTool,1,Attribute,,,"0.018,625:0.02956",,@Perk_Attribute_TwoHandedBattlemage,,@Perk_Attribute_TwoHandedBattlemage_Description,@ui_stat_bonus_multiple_tooltip,,,1,,@BattlemageSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,Affix_Stat_TwoHandBattlemage,,,,,,,,,
PerkID_Stat_TwoHandBrigand,Inherent,OnEquip,Hatchet+Rapier+Spear+2HHammer+2hAxe+Bow+Musket+FireStaff+LifeStaff+IceMagic+VoidGauntlet+Blunderbuss+GreatSword+Sword+Flail,EquippableTool,1,Attribute,,,"0.018,625:0.02956",,@Perk_Attribute_TwoHandedBrigand,,@Perk_Attribute_TwoHandedBrigand_Description,@ui_stat_bonus_multiple_tooltip,,,1,,@BrigandSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,Affix_Stat_TwoHandBrigand,,,,,,,,,
PerkID_Stat_TwoHandCavalier,Inherent,OnEquip,Hatchet+Rapier+Spear+2HHammer+2hAxe+Bow+Musket+FireStaff+LifeStaff+IceMagic+VoidGauntlet+Blunderbuss+GreatSword+Sword+Flail,EquippableTool,1,Attribute,,,"0.018,625:0.02956",,@Perk_Attribute_TwoHandedCavalier,,@Perk_Attribute_TwoHandedCavalier_Description,@ui_stat_bonus_multiple_tooltip,,,1,,@CavalierSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,Affix_Stat_TwoHandCavalier,,,,,,,,,
PerkID_Stat_TwoHandCleric,Inherent,OnEquip,Hatchet+Rapier+Spear+2HHammer+2hAxe+Bow+Musket+FireStaff+LifeStaff+IceMagic+VoidGauntlet+Blunderbuss+GreatSword+Sword+Flail,EquippableTool,1,Attribute,,,"0.018,625:0.02956",,@Perk_Attribute_TwoHandedCleric,,@Perk_Attribute_TwoHandedCleric_Description,@ui_stat_bonus_multiple_tooltip,,,,,@ClericSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,Affix_Stat_TwoHandCleric,,,,,,,,,
PerkID_Stat_TwoHandDruid,Inherent,OnEquip,Hatchet+Rapier+Spear+2HHammer+2hAxe+Bow+Musket+FireStaff+LifeStaff+IceMagic+VoidGauntlet+Blunderbuss+GreatSword+Sword+Flail,EquippableTool,1,Attribute,,,"0.018,625:0.02956",,@Perk_Attribute_TwoHandedDruid,,@Perk_Attribute_TwoHandedDruid_Description,@ui_stat_bonus_multiple_tooltip,,,1,,@DruidSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,Affix_Stat_TwoHandDruid,,,,,,,,,
