DamageID,WeaponCategory,IgnoreInvulnerable,NoReaction,IsRanged,IsAbility,AttackType,DamageType,Affliction,AddAffliction,AfflictionPercent,StatusEffect,EffectOnlyOnDamage,SurfaceImpactEffect,DeflectDamageID,CanCrit,Unblockable,AttackDealsNoDurability,NoHeadshot,NoBackstab,NoLegShots,CancelTargetHoming,DmgCoef,DmgCoefHead,DmgCoefCrit,DurabilityCostOverride,PowerLevel,BlockPowerLevel,CritPowerLevel,HitStun,BlockHitStun,CritHitStun,ImpactDistanceX,ImpactDistanceY,ImpactDistanceZ,ImpactDecayRate,BlockImpactDistanceX,BlockImpactDistanceY,BlockImpactDistanceZ,BlockImpactDecayRate,CritImpactDistanceX,CritImpactDistanceY,CritImpactDistanceZ,CritImpactDecayRate,AddDmg,StaggerDmgModifier,StaggerResistModifier,CritStaggerDmgModifier,HitRateDmgModifier,MaxHitRateDmgMod,CameraShakeID,TargetCameraShakeID,BlockCameraShakeID,BlockTargetCameraShakeID,CritCameraShakeID,CritTargetCameraShakeID,ImpactRating,BlockStaminaDmgMod,BlockAbsorptionModifier,LOSCheckVerticalAngleOffset,StunBreakoutIncrement,ThreatMultiplier,AddThreat,IsTaunt,TauntDuration,TauntThreatBoostPercentage,TauntMinimumThreatValue,UseAttackerPosForReaction
2H_Spear_VaultKick,Unarmed,0,0,,true,Ability,Strike,,,,Spear_VaultKick_Stun,TRUE,Bullet,Deflect_Default,,,,,,,,0.75,1.3,,,2,2,2,25,20,25,0,2,0,0.8,0,1.5,0,0.8,0,2,0,0.8,0,3.25,1.25,,,,Small,Small,Small,Small,Large_short,Large_short,3,3.25,1,0,1,1,0,true,2,0.15,1500,
MusketAttack1,Musket,0,0,true,,Light,Thrust,,,,,,Bullet,,,,,,,,,1,1.3,,,0,0,0,20,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,,,,,,,,,,0,0.5,1,0,0,1,0,false,0,0,0,
MusketAttack_ShootersStance,Musket,0,0,true,,Light,Thrust,,,,,,Bullet,,,,,,,,,1,1.3,,,0,0,0,20,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1,,,,,,,,,,0,0.4,1,0,0,1,0,false,0,0,0,
MusketAttack_Hipfire,Musket,0,0,true,,Light,Thrust,,,,,,Bullet,,,,,,,,,1,1.3,,,0,0,0,20,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,,,,,,,,,,0,0.5,1,0,0,1,0,false,0,0,0,
Musket_SpecialAttack,Musket,0,0,,,Light,Strike,,,,,,Bullet,Deflect_Default,,,,,,,,1.25,1.3,,,3,3,3,35,30,35,0,1.25,0,0.8,0,0.5,0,0.85,0,1.25,0,0.8,0,0.8,1,,,,Small,Small,Small,Small,Large_short,Large_short,3,0.8,1,0,1,1,0,false,0,0,0,
Musket_Damage_PowderBurn,Musket,0,0,true,true,Ability,Thrust,,,,Musket_PowderBurn_Burn,TRUE,Bullet,Deflect_Default,,,,,,,,1.1,1.3,,,0,0,0,20,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,Large_short,,,,,0,1,1,0,0,1,0,false,0,0,0,
Musket_Damage_PowderBurn_Upg,Musket,0,0,true,true,Ability,Thrust,,,,Musket_PowderBurn_BurnExtend,TRUE,Bullet,Deflect_Default,,,,,,,,1.1,1.3,,,0,0,0,20,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,Large_short,,,,,0,1,1,0,0,1,0,false,0,0,0,
MusketAttack_ChargedShot,Musket,0,0,true,true,Ability,Thrust,,,,,,Bullet,Deflect_Default,,,,,,,,1.5,1.3,,,0,0,0,20,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,,,,Large_short,,,,,0,1.25,1,0,0,1,0,false,0,0,0,
Musket_Damage_StoppingPower,Musket,0,0,true,true,Ability,Thrust,,,,,,Bullet,Deflect_Default,,,,,,,,1.2,1.3,,,3,3,3,20,15,20,0,3,0,0.8,0,1,0,0.8,0,3,0,0.8,0,2,1,,,,,Large_short,,,,,0,1.25,1,0,1,1,0,false,0,0,0,
Musket_Damage_StoppingPower_Hipfire,Musket,0,0,true,true,Ability,Thrust,,,,,,Bullet,Deflect_Default,,,,,,,,1.2,1.3,,,3,3,3,20,15,20,0,3,0,0.8,0,1,0,0.8,0,3,0,0.8,0,2,1,,,,,Large_short,,,,,0,1.25,1,0,1,1,0,false,0,0,0,
MusketAttack2,Musket,0,0,true,,Light,Strike,,,,,,Bullet,,,,,,,,,1,1.3,,,1,1,1,20,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,0,1,1,0,1,1,0,false,0,0,0,
Musket_Trap_Toss,Musket,0,1,true,true,Ability,Strike,,,,,,Bullet,,false,,,true,,true,,0,1.3,,,0,0,0,20,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,0,1,1,0,0,1,0,false,0,0,0,
Musket_Trap,Musket,0,0,,true,Ability,Strike,,,,Musket_Trap_Root,,Bullet,,,,,true,,,,0,1.3,,,0,0,0,20,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,0,1,1,0,0,1,0,false,0,0,0,
Musket_Trap_DMG,Musket,0,1,true,true,Ability,Strike,,,,Musket_Trap_Root_DMG,,Bullet,,,,,true,,true,,0,1.3,,,0,0,0,20,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,0,1,1,0,0,1,0,false,0,0,0,
Musket_StickyBomb_Projectile,StickyBomb,0,1,true,true,Ability,Fire,,,,,,Bullet,Deflect_Default,false,,,true,,true,,0,1.3,,,0,0,0,15,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,Small,Small,Small,Small,Large_short,Large_short,2,0,1,0,0,1,0,false,0,0,0,
Musket_StickyBomb_Explosion,None,0,0,true,true,Ability,Fire,,,,,,Bullet,Deflect_Default,,,,true,,,,2.1,1.3,1.3,,3,3,3,35,30,35,0,2,0,0.85,0,0.5,0,0.8,0,2,0,0.85,0,1,1,,,,Small,Small,Small,Small,Large_short,Large_short,3,1,1,0,1,1,0,false,0,0,0,
Musket_Sacrifice_AOE,Musket,0,0,,true,Ability,Fire,,,,,,Bullet,Deflect_Default,,,,,,,,1.5,1.3,,,4,3,4,45,35,45,0,2,0,0.85,0,0.5,0,0.8,0,2,0,0.85,200,0.7,1,,,,Large_short,Large_short,Large_short,Large_short,Large_short,Large_short,3,0.7,1,0,1,1,0,false,0,0,0,
Musket_Sacrifice_AOE_No_Shake,Musket,0,1,,true,Ability,Fire,,,,,,Bullet,Deflect_Default,,,,,,,,1.5,1.3,,,4,3,4,45,35,45,0,0,0,0,0,0,0,0,0,0,0,0,200,0.7,1,,,,,,,,,,3,0.7,1,0,1,1,0,false,0,0,0,
2H_Firearm_Gunbutt,Musket_Heavy,0,0,,,Light,Strike,,,,,,Bullet,Deflect_Default,,,,,,,,0.5,1.3,,,0,0,0,30,25,30,0,3,0,0.8,0,0.5,0,0.85,0,3,0,0.8,0,0.8,1,,,,Small,Small,Small,Small,Large_short,Large_short,3,0.8,1,0,1,1,0,false,0,0,0,
Blunderbuss_Primary_Attack,Blunderbuss,0,0,true,,Light,Thrust,,,,,,Bullet,,,,,,,,,0.23,1.15,,,0,0,0,20,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,,,,,,,,,,0,0.1,1,0,0,1,0,false,0,0,0,
Blunderbuss_Primary_Attack_TooltipValue,Blunderbuss,,,true,,Light,Thrust,,,,,,Bullet,,,,,,,,,1.38,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blunderbuss_ClawShot_Attack,Blunderbuss_Claw,0,0,true,true,Ability,Thrust,,,,,,Bullet,,,,,,,,,0.4,1.15,,,0,0,0,20,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1,,,,,,,,,,0,0.2,1,0,0,1,0,true,4,0.15,1500,
Blunderbuss_Net_Shot,Blunderbuss_Net,0,0,true,true,Ability,Thrust,,,,Blunderbuss_NetShot,,Bullet,,,,,true,true,,,0.4,1,,,0,0,0,20,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,,,,,,,,,,0,0.25,1,0,0,1,0,false,0,0,0,
Blunderbuss_Net_Shot_Upgraded,Blunderbuss_Net,0,0,true,true,Ability,Thrust,,,,Blunderbuss_NetShot_Upgraded,,Bullet,,,,,true,true,,,0.4,1,,,0,0,0,20,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,,,,,,,,,,0,0.25,1,0,0,1,0,false,0,0,0,
Blunderbuss_Net_Shot_Upgraded_Final,Blunderbuss_Net_Barbed,0,0,true,true,Ability,Thrust,,,,Blunderbuss_BarbedNet,,Bullet,,,,,true,true,,,0.05,1,,,0,0,0,20,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,,,,,,,,,,0,0.25,1,0,0,1,0,false,0,0,0,
Blunderbuss_Vortex_Knockback,None,0,0,true,true,Ability,Thrust,,,,,,Bullet,,,,,,,,,0.7,1.15,,,4,4,4,30,25,30,0,5,0,0.8,0,0,0,0.8,0,5,0,0.8,0,0.4,20,,,,,,,,,,3,0.35,1,0,1,1,0,false,0,0,0,true
Blunderbuss_Mortar_Charge,None,0,0,true,true,Ability,Fire,,,,Blunderbuss_HitByMortar,,Bullet,,,,,,true,,,1,1,1.15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1,,,,,,,,,,0,0.7,1,0,0,1,0,false,0,0,0,
Blunderbuss_Azoth_Shrapnel,Blunderbuss_Shrapnel,0,0,true,true,Ability,Fire,,,,Blunderbuss_Azoth_Shrapnel_Reduce,,Bullet,,,,,,,,,0.58,1.15,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,1,,,10,,,,,,,0,0.5,1,0,0,1,0,false,0,0,0,
Blunderbuss_SplittingGrenade,Sword,0,0,true,true,Ability,Fire,,,,Blunderbuss_HitBySplittingGrenade,,Bullet,,,,,,true,,,0.85,1.15,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,,,,,,,,,,3,0.1,1,0,1,1,0,false,0,0,0,
Blunderbuss_ZeroDamage_Grenade,Sword,0,0,true,true,Ability,Fire,,,,,,Bullet,,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,false,0,0,0,
Blunderbuss_ZeroDamage_Mortar,None,0,0,true,true,Ability,Fire,,,,,,Bullet,,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,false,0,0,0,
Blunderbuss_ASB_Bomb,None,0,0,true,true,Ability,Fire,,,,,,Bullet,,,,,,true,,,1,1.15,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,,,,,,,,,,3,0.25,1,0,1,1,0,false,0,0,0,
Blunderbuss_GunButt,Blunderbuss,0,0,true,,Ability,Strike,,,,Blunderbuss_GunButt,,Bullet,,,,,,,,,0.8,1.15,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,3,0.5,1,0,1,1,0,false,0,0,0,
Blunderbuss_GunButtKnockback,Blunderbuss,0,0,true,,Ability,Strike,,,,Blunderbuss_GunButt,,Bullet,,,,,,,,,0.8,1.15,,,0,0,0,0,0,0,0,3,0,0.8,0,0,0,0.8,0,3,0,0.8,0,0.5,1,,,10,,,,,,,3,0.5,1,0,1,1,0,false,0,0,0,
1H_Sword_Attack1,Sword,0,0,,,Light,Slash,,,,,,Bullet,Deflect_Default,,,,,,,,1,1.3,,,0,0,0,15,10,20,0,0.5,0,0.8,0,0,0,0,0,0.5,0,0.8,0,0.4,1,,,,Small,Small,Small,Small,Large_short,Large_short,2,0.4,1.2,0,0,1,0,false,0,0,0,
1H_Sword_Attack1_Ender,Sword,0,0,,,Light,Slash,,,,,,Bullet,Deflect_Default,,,,,,,,1.05,1.3,,,0,0,0,30,20,30,0,0.5,0,0.85,0,0,0,0,0,0.5,0,0.85,0,0.4,1,,,,Small,Small,Small,Small,Large_short,Large_short,3,0.4,1.1,0,0,1,0,false,0,0,0,
1H_Sword_Attack2,Sword,0,0,,,Heavy,Thrust,,,,,,Bullet,Deflect_Default,,,,,,,,1.2,1.3,,,0,0,0,25,20,30,0,0.5,0,0.8,0,0,0,0.8,0,0.5,0,0.8,0,2,1,,,,Small,Small,Small,Small,Large_short,Large_short,3,2,1,0,0,1,0,false,0,0,0,
1H_Sword_Attack2_Charged,Sword,0,0,,,Heavy,Thrust,,,,,,Bullet,Deflect_Default,,,,,,,,1.6,1.3,,,0,0,0,25,20,30,0,0.5,0,0.8,0,0,0,0.8,0,0.5,0,0.8,0,3,1,1,1,1,Small,Small,Small,Small,Large_short,Large_short,3,3,1,0,0,1,0,false,0,0,0,
1H_Sword_Attack_Spec,Sword,0,0,,,Ability,Slash,,,,,,Bullet,Deflect_Default,,,,,,,,1.25,1.3,,,2,2,2,30,25,30,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5,1,,,,Small,Small,Small,Small,Large_short,Large_short,2,0.5,1,0,1,1,0,false,0,0,0,
1H_Sword_Attack_Spec2,Sword,0,0,,,Ability,Thrust,,,,,,Bullet,Deflect_Default,,,,,,,,2,1.3,,,7,3,7,40,25,40,0,0,0,1,0,0.5,0,0.8,0,0,0,1,0,0.75,1,,,,Small,Small,Small,Small,Large_short,Large_short,3,0.75,1,0,1,1,0,false,0,0,0,
1H_Sword_Attack_Spec3,Sword,0,0,,,Ability,Slash,,,,,,Bullet,Deflect_Default,,,,,,,,2,1.3,,,3,3,3,30,25,30,0,1.25,0,0.8,0,0.5,0,0,0,1.25,0,0.8,0,0.75,1,,,,Large_short,Large_short,Large_short,Large_short,Large_short,Large_short,3,0.75,1,0,1,1,0,false,0,0,0,
1H_Sword_Attack_Exhausted,Sword,0,0,,,Light,Slash,,,,,,Bullet,Deflect_Default,,,,,,,,0.5,1.3,,,2,2,2,25,15,25,0,1.25,0,0.8,0,0,0,0,0,1.25,0,0.8,0,0.3,1,,,,Small,Small,Small,Small,Large_short,Large_short,-1,0.3,1,0,1,1,0,false,0,0,0,
1H_Sword_Attack_Swipe,Sword,0,0,,true,Ability,Slash,,,,,,Bullet,Deflect_Default,,,,,,,,1.19,1.3,,,0,0,0,30,25,30,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5,1,,,,Small,Small,Small,Small,Large_short,Large_short,2,0.5,1,0,0,1,0,false,0,0,0,
1H_Sword_Attack_Stab,Sword,0,0,,true,Ability,Thrust,,,,,,Bullet,Deflect_Default,,,,,,,,1.75,1.3,,,3,3,3,30,25,30,0,1,0,1,0,0.5,0,0.8,0,0,0,1,0,1,1,,,,Small,Small,Small,Small,Large_short,Large_short,3,1,1,0,1,1,0,false,0,0,0,
1H_Sword_Attack_Spin,Sword,0,0,,true,Ability,Slash,,,,,,Bullet,Deflect_Default,,,,,,,,1.45,1.3,,,0,0,0,25,20,25,0,1.25,0,0.8,0,0,0,0,0,1.25,0,0.8,0,0.75,1,,,,Small,Small,Small,Small,Large_short,Large_short,3,0.75,1,0,0,1,0,false,0,0,0,
1H_Sword_Attack_Charge,Sword,0,0,,true,Ability,Thrust,,,,,,Bullet,Deflect_Default,,,,,,,,1.5,1.3,,,3,3,3,30,25,30,0,0.75,0,1,0,0.5,0,0.8,0,1.25,0,0.8,0,1.25,1,,,,Small,Small,Small,Small,Large_short,Large_short,3,1.25,1,10,1,1,0,false,0,0,0,
OH_Shield_FinalStand,None,1,1,,true,Ability,Strike,,,,,,Bullet,Deflect_Default,,,,,,,,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,Small,Small,Small,Small,Large_short,Large_short,0,0,1,0,0,1,0,true,8,0.15,1500,
OH_Shield_Attack_Bash,Shield,0,0,,true,Ability,Strike,,,,Sword_ShieldBash_Stun2,TRUE,Bullet,Deflect_Default,,,,,,,,0.5,1.3,,,3,2,3,30,25,30,0,1.5,0,0.85,0,0,0,0.9,0,1.5,0,0,0,1,1.5,,,,Small,Small,Small,Small,Large_short,Large_short,3,1,1,0,1,5,0,true,6,0.15,1500,
OH_Shield_Attack_Bash_Upgrade,Shield,0,0,,true,Ability,Strike,,,,Sword_ShieldBash_Stun2,TRUE,Bullet,Deflect_Default,,,,,,,,1,1.3,,,3,2,3,30,25,30,0,1.5,0,0.85,0,0,0,0.9,0,1.5,0,0,0,1,1.5,,,,Small,Small,Small,Small,Large_short,Large_short,3,1,1,0,1,10,0,true,6,0.15,1500,
OH_Shield_Attack_Bash4sec,Shield,0,0,,true,Ability,Strike,,,,Sword_ShieldBash_Stun4,TRUE,Bullet,Deflect_Default,,,,,,,,1,1.3,,,3,2,3,30,25,30,0,1.5,0,0.85,0,0,0,0.9,0,1.5,0,0,0,1,1.5,,,,Small,Small,Small,Small,Large_short,Large_short,3,1,1,0,1,10,0,true,6,0.15,1500,
OH_Shield_Attack_Rush,Shield,0,0,,true,Ability,Strike,,,,,,Bullet,Deflect_Default,,,,,,,,1.254,1.3,,,3,2,3,30,25,30,0,2,0,0.8,0,0.5,0,0.8,0,2,0,0,0,1,2,,,,Small,Small,Small,Small,Large_short,Large_short,3,1,1,0,1,10,0,false,0,0,0,
OH_Shield_Attack_RushThreat,Shield,1,1,,,Ability,Strike,,,,,,,Deflect_Default,false,,,true,,,,0.001,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,1,0,false,0,0,0,
1H_Rapier_PrimaryAttack,Sword,0,0,,,Light,Thrust,,,,,,Bullet,Deflect_Default,true,,,,,,,1,1.2,,,0,0,0,20,15,20,0,0.6,0,0.8,0,0,0,0,0,0.6,0,0.8,0,0.4,1,,,,Small,Small,Small,Small,Large_short,Large_short,2,0.4,1,0,0,1,0,false,0,0,0,
1H_Rapier_PrimaryTwoThirdsAttack,Sword,0,0,,,Light,Thrust,,,,,,Bullet,Deflect_Default,true,,,,,,,0.66,0.86,,,0,0,0,20,15,20,0,0.6,0,0.8,0,0,0,0,0,0.6,0,0.8,0,0.35,1,,,,Small,Small,Small,Small,Large_short,Large_short,2,0.35,1,0,0,1,0,false,0,0,0,
1H_Rapier_HeavyAttack,Sword,0,0,,,Heavy,Thrust,,,,,,Bullet,Deflect_Default,true,,,,,,,1.33,1.3,,,0,0,0,25,25,30,0,2,0,0.8,0,0,0,0.8,0,2,0,0.8,0,1.5,1,,,,Small,Small,Small,Small,Large_short,Large_short,3,1.5,1,0,0,1,0,false,0,0,0,
