AbilityID,DisplayName,Description,UICategory,Icon,StatusEffectIcon,Sound,TelegraphStatusEffect,TelegraphCountOffset,OnEquipStatusEffect,WeaponTag,RequiredAbilityId,TreeId,TreeRowPosition,TreeColumnPosition,IsActiveAbility,IsGlobalAbility,ScalingStrength,ScalingDexterity,ScalingIntelligence,ScalingSpirit,ScalingConstitution,OnKill,OnExecuted,OnHit,OnBlockedHit,OnCrit,OnHeadShot,OnLegShot,OnHitTaken,OnBlockBreak,OnTargetBlockBreak,OnDeath,OnDeathsDoor,RequireReaction,NumSuccessfulHits,NumConsecutiveHits,MaxConsecutiveHits,TrackHitCount,MaxTrackedHitCounts,ResetConsecutiveOnSuccess,DamageIsRanged,DamageIsMelee,ForceShowNameTag,TargetHasGritActive,DamageTableRow,RemoteDamageTableRow,RangedAttackName,AttackType,DamageTypes,StatusEffect,StatusEffectCategories,DontHaveStatusEffect,CheckStatusEffectsOnTargetOwned,TargetStatusEffect,TargetStatusEffectCategory,TargetStatusEffectStackSize,TargetStatusEffectComparison,TargetCollisionFilters,TargetMarker,MyHealthPercent,MyComparisonType,MyStaminaPercent,MyStaminaComparisonType,TargetHealthPercent,TargetComparisonType,DistFromDefender,DistComparisonType,NumAroundMe,NumAroundComparisonType,AbilityList,AbilityTrigger,InAction,InActionTime,AfterAction,BaseDamage,BaseDamageReduction,BlockDamage,BlockDamageReduction,CritDamage,CritChance,HeadshotDamage,StaggerDamage,StaggerDamageReduction,HitRateDmg,HitRateDmgReduction,HealthDamageMitigation,ThreatDamage,ArmorPenetration,PhysicalArmor,ElementalArmor,LinearlyScaleToDistance,Knockback,WeaponAccuracy,Health,DmgPctToHealth,MaxHealth,Mana,MaxMana,DamageTableRowOverride,StatusEffectDamageTableRowOverride,ForceStatusEffectDamageTableRow,RangedAttackNameOverride,EnableCrit,PerStatusEffectOnTarget,ForceTakeStaminaDamage,CastSpell,SelfApplyStatusEffect,OtherApplyStatusEffect,SetPotencyAsCount,MultiplyRemovedByPotency,RemoveStatusEffects,StatusEffectsList,StatusEffectCategoriesList,RemoveTargetStatusEffectsList,ConsumeTargetStatusEffectMult,StatusEffectDurationReduction,TargetStatusEffectDurationList,TargetStatusEffectDurationMod,Duration,CooldownId,CDRImmediatelyOptions,ResetCooldownTimers,CooldownTimer,NumFreeCooldownsPerUse,MaxHitCountMultiplier,SetMannequinTag,SetMannequinTagStatus
Passive_Musket_Sharpshooter_3HeadshotReload,@SharpshooterTree0Passive1,@SharpshooterTree0Passive1_description,Passive,musketAbility1_mod1,,,,,,Rifle,,0,0,1,false,false,,,,,,false,false,false,false,false,true,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Musket_Pass_HeadshotTracker,,,,,,,,,,,,,,,,,,,,
Passive_Musket_Sharpshooter_DMGIfAim2Sec,@SharpshooterTree0Passive2,@SharpshooterTree0Passive2_description,Passive,musketpassive11,,,,,,Rifle,,0,0,3,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Firearm_AimShoot_SubState,3,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_Musket_Sharpshooter_Accuracy,@SharpshooterTree0Passive3,@SharpshooterTree0Passive3_description,Passive,bowPassive2,,,,,,Rifle,,0,1,1,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_Musket_Sharpshooter_EmpowerOnHeadshot,@SharpshooterTree0Passive4,@SharpshooterTree0Passive4_description,Passive,musketpassive5,,,,,,Rifle,,0,1,4,false,false,,,,,,false,false,false,false,false,true,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,,Musket_Pass_EmpowerOnHeadshot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Musket_Pass_EmpowerOnHeadshot,,,,,,,,,,,,,,,,,,,,
Passive_Musket_Sharpshooter_DmgFallOff,@SharpshooterTree0Passive5,@SharpshooterTree0Passive5_description,Passive,musketPassive1,,,,,,Rifle,,0,2,1,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,Basic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Basic_Ranged,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_Musket_Sharpshooter_CDROnHeadshot,@SharpshooterTree0Passive6,@SharpshooterTree0Passive6_description,Passive,hatchetAbility2_mod3,,,,,,Rifle,,0,3,3,false,false,,,,,,false,false,false,false,false,true,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ActiveWeapon,,-0.1,,,,
Passive_Musket_Sharpshooter_CritChanceDistance,@SharpshooterTree0Passive7,@SharpshooterTree0Passive7_description,Passive,musketPassive1,,,,,,Rifle,,0,4,1,false,false,,,,,,false,false,false,false,true,true,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,0.15,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_Musket_Sharpshooter_Precision,@SharpshooterTree0Passive8,@SharpshooterTree0Passive8_description,Passive,musketPassive2,,,,,,Rifle,,0,4,3,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,,,,,"MusketAttack1,MusketAttack_ShootersStance",,,Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Musket_Pass_Damage_EveryADSShot,,,,,,,,,,,,,,,,,,,,
Ult_Passive_Musket_ZoomHeadshot,@SharpshooterTree0Ult,@SharpshooterTree0Ult_description,Passive,musketPassive4,,Play_UI_WeaponSkills_Musket_Ultimate_1,,,,Rifle,,0,5,2,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ability_Musket_Traps,@Traps,@Traps_description,Debuff,musketAbility4,,Play_UI_WeaponSkills_Musket_Ability_4,,,,Rifle,,1,0,2,true,true,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,"Musket_Trap,Musket_Trap_DMG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ability_Musket_Traps,,,,,,,
Upgrade_Musket_TrapRend,@Traps_Mod1,@Traps_Mod1_description,Debuff,musketAbility4_Mod1,,,,,,Rifle,Ability_Musket_Traps,1,1,2,false,true,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ability_Musket_Traps,,,,,,,
Upgrade_Musket_TrapLifeSteal,@Traps_Mod2,@Traps_Mod2_description,Debuff,musketAbility4_Mod1,,,,,,Rifle,Upgrade_Musket_TrapRend,1,3,2,false,true,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,,,,,,,,,,,,,,,Root,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,Ability_Musket_Traps,,,,,,,
Upgrade_Musket_DoubleTrap,@Traps_Mod3,@Traps_Mod3_description,Debuff,musketAbility4_Mod2,,,,,,Rifle,Upgrade_Musket_TrapWeakenAOE,1,4,2,false,true,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ability_Musket_Traps,,,,1,,,
Ability_Musket_StickyBomb,@StickyBomb,@StickyBomb_description,Ranged Damage,musketAbility6,,Play_UI_WeaponSkills_Musket_Ability_5,,,,Rifle,,1,2,4,true,true,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_Musket_StickyStamina,@StickyBomb_Mod1,@StickyBomb_Mod1_description,Ranged Damage,Spear_VaultKick_AlwaysDoStaminaDmg,,,,,,Rifle,Ability_Musket_StickyBomb,1,3,4,false,true,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,Musket_StickyBomb_Explosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Musket_Sticky_StaminaRegen,,,,,,,,,,,,,Ability_Musket_StickyBomb,,,,,,,
Passive_Musket_StickySlow,@StickyBomb_Mod2,@StickyBomb_Mod2_description,Ranged Damage,musketPassive6,,,,,,Rifle,Passive_Musket_StickyStamina,1,4,4,false,true,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,Musket_StickyBomb_Projectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Musket_Sticky_Slow,,,,,,,,,,,,Ability_Musket_StickyBomb,,,,,,,
Ability_Musket_StoppingPower,@StoppingPower,@StoppingPower_description,Ranged Damage,musketAbility2_Mod2,,Play_UI_WeaponSkills_Musket_Ability_6,,,,Rifle,,1,1,0,true,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,,,,,Musket_Damage_StoppingPower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ability_Musket_StoppingPower,,,,,,,
Upgrade_Musket_StoppingExhaust,@StoppingPower_Mod1,@StoppingPower_Mod1_description,Ranged Damage,Spear_VaultKick_AlwaysDoStaminaDmg,,,,,,Rifle,Ability_Musket_StoppingPower,1,2,0,false,false,,,,,,false,false,true,true,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,,,,,Musket_Damage_StoppingPower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Musket_StoppingPower_Exhaust,,,,,,,,,,,,Ability_Musket_StoppingPower,,,,,,,
Upgrade_Musket_StoppingSlow,@StoppingPower_Mod2,@StoppingPower_Mod2_description,Ranged Damage,musketPassive6,,,,,,Rifle,Upgrade_Musket_StoppingExhaust,1,4,0,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,,,,,Musket_Damage_StoppingPower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Musket_StoppingPower_Slow,,,,,,,,,,,,Ability_Musket_StoppingPower,,,,,,,
Passive_Musket_Trapper_DMGvsLowHP,@TrapperTree1Passive1,@TrapperTree1Passive1_description,Passive,hatchetAbility3_Mod2,,,,,,Rifle,,1,0,0,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,30,LessThan,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_Musket_Trapper_BackSpdNearEnemy,@TrapperTree1Passive2,@TrapperTree1Passive2_description,Passive,musketAbility3,,,,,,Rifle,,1,0,4,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,GreaterThanOrEqual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Musket_Pass_WalkSpeedWhileNearEnemy,,,,,,,,,,,,,,,,,,,,
Passive_Musket_Trapper_StamDMGPenetrate,@TrapperTree1Passive3,@TrapperTree1Passive3_description,Passive,Spear_VaultKick_EmpowerOnBlockBreak,,,,,,Rifle,,1,1,1,false,false,,,,,,false,false,true,true,false,false,false,false,false,false,false,false,,0,0,0,false,0,,true,,,,,,,Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_Musket_Trapper_EmpowerOnDebuffHit,@TrapperTree1Passive4,@TrapperTree1Passive4_description,Passive,Spear_VaultKick_EmpowerOnBlockBreak,,,,,,Rifle,,1,1,3,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,,,,,,,,,,,,Musket_Pass_EmpowerOnDebuffHit,,,Debuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Musket_Pass_EmpowerOnDebuffHit,,,,,,,,,,,,,,,,,,,,
Passive_Musket_Trapper_HasteOnDodge,@TrapperTree1Passive5,@TrapperTree1Passive5_description,Passive,bowPassive5,,,,,,Rifle,,1,2,1,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Musket_Pass_HasteOnDodge,,,,,,,,,,,,2,,,,,,,,
Passive_Musket_Trapper_DodgeReload,@TrapperTree1Passive6,@TrapperTree1Passive6_description,Passive,bowPassive5,,,,,,Rifle,,1,3,3,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Passive_Musket_Trapper_StaminaOnDebuffHit,@TrapperTree1Passive7,@TrapperTree1Passive7_description,Passive,Rapier_Ability6Mod2_MinorTempo,,,,,,Rifle,,1,3,1,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,,,,,,,,,,,,,,,Debuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Musket_Pass_StaminaOnDebuffHit,,,,,,,,,,,,,,,,,,,,
Passive_Musket_Trapper_DMGOnDebuffHit,@TrapperTree1Passive8,@TrapperTree1Passive8_description,Passive,Spear_Skewer_BonusDmgVsMaxHP,,,,,,Rifle,,1,4,3,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,,,,,,,,,,,,,,,CC,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ult_Passive_Musket_StackAbilities,@TrapperTree1Ult,@TrapperTree1Ult_description,Passive,LifestaffPassive7,,Play_UI_WeaponSkills_Musket_Ultimate_2,,,,Rifle,,1,5,2,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,,,,,,,,,,,,,true,,Trapper,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
