AbilityID,DisplayName,Description,UICategory,UseQuickslotItem,Icon,UISpellForManaCheck,StatusEffectIcon,Sound,TelegraphStatusEffect,TelegraphCountOffset,OnEquipStatusEffect,EquipWhenUnsheathed,WeaponTag,RequiredAbilityId,RequiredEquippedAbilityId,TreeId,TreeRowPosition,TreeColumnPosition,IsActiveAbility,IsGlobalAbility,IsStackableAbility,IsStackableMax,IsStackableDiminishingModifier,IsNonCombatAbility,ScalingStrength,ScalingDexterity,ScalingIntelligence,ScalingSpirit,ScalingConstitution,UnlockDefault,CanBeUnapplied,OnEventPassiveConditionsPass,OnKill,OnExecuted,OnHit,OnBlockedHit,OnHitBehind,OnCrit,OnCritTaken,OnHeadShot,OnLegShot,OnNotLegShot,OnHitTaken,OnBlockedHitTaken,OnBlockBreak,OnTargetBlockBreak,OnDeath,OnDeathsDoor,OnHasDied,OnAttachedSpellTargetDied,OnHealed,LimitOnHealedToFirstCast,OnSelfDamage,OnTargetSet,OnProjPassedThrough,OnContributedKill,OnHealthChanged,OnUsedConsumable,OnGatheringComplete,OnHitTakenWhileInvulnerable,OnWeaponSwap,OnFatalDamageTaken,OnStatusEffectApplied,OnStatusEffectRemoved,OnInActionLongEnough,OnTargetStatusEffectRemoved,OnEventConditionalActivationChance,OnDismount,OnManaChanged,OnAfflictionsUpdated,GatheringTradeskill,EquipLoadCategory,RequiredEquipment,ExcludeFromGameModes,RequireReaction,NumSuccessfulHits,NumConsecutiveHits,MaxConsecutiveHits,ResetConsecutiveOnSuccess,IgnoreResetConsecutiveOnDeath,DisableConsecutivePotency,TrackHitCount,MaxTrackedHitCounts,NumberOfTrackedHits,NumberOfHitsComparisonType,ResetTrackedOnSuccess,AbilityIdToCheckForTrackedHits,DamageIsRanged,DamageIsMelee,AllowSelfDamageForHitEvents,ForceShowNameTag,HasGritActive,TargetHasGritActive,DamageTableRow,RemoteDamageTableRow,RangedAttackName,AttackType,IgnoreDisabledAttackTypes,DamageTypes,DamageCategory,IsInCombatState,IsNotInCombatState,CheckOwnedStatusEffects,StatusEffect,StatusEffectStackSize,StatusEffectComparison,StatusEffectCategories,DontHaveStatusEffect,StatusEffectBeingApplied,StatusEffectBeingRemoved,StatusEffectCategoryBeingRemoved,CheckStatusEffectsOnTargetOwned,TargetStatusEffect,TargetStatusEffectCategory,TargetStatusEffectStackSize,TargetStatusEffectComparison,TargetStatusEffectPotency,TargetStatusEffectPotencyComparison,TargetCollisionFilters,MyMarker,MySequenceMarker,TargetMarker,TargetSequenceMarker,MyHealthPercent,MyComparisonType,MyStaminaPercent,MyStaminaComparisonType,MyManaPercent,MyManaComparisonType,MyAfflictionType,MyAfflictionPercent,MyAfflictionComparisonType,TargetHealthPercent,TargetComparisonType,DistFromDefender,DistComparisonType,MaxNumAroundMe,NumAroundMe,NumAroundComparisonType,AbilityOnCooldownOptions,AbilitiesOnCooldown,AbilityCooldownComparisonType,AttachedTargetSpellIds,AbilityList,AbilityTrigger,IsConsumableIds,IsNotConsumableIds,InAction,InActionTime,AfterAction,InSequence,InSequenceTime,AfterSequence,LoadedAmmoCount,LoadedAmmoCountComparisonType,AttackerVitalsCategory,TargetVitalsCategory,SlayerScriptCondition,DismountReasons,BaseDamage,SetHealthOnFatalDamageTaken,BaseDamageReduction,CritDamageReduction,BlockDamage,BlockDamageReduction,CritDamage,CritChance,HeadshotDamage,HitFromBehindDamage,StaggerDamage,StaggerDamageReduction,HitRateDmg,HitRateDmgReduction,HealthDamageMitigation,HealthDamageMitigation_Endvalue,ThreatDamage,ArmorPenetration,CritArmorPenetration,HeadshotArmorPenetration,HitFromBehindArmorPenetration,PhysicalArmor,PhysicalArmorMaxHealthMod,ElementalArmor,LinearlyScaleToDistance,RefundAmmoPercentChance,RefundConsumablePercentChance,GiveAzothPercentChance,Azoth,Knockback,KnockbackReduction,WeaponAccuracy,Health,HealthPenaltyPerStackRemoved,DmgPctToHealth,HealScalingValueMultiplier,ConsumableHealMod,MaxHealth,Mana,ManaRate,MaxMana,ManaCostList,ManaCostMult,Stamina,DamageTableRowOverride,StatusEffectDamageTableIdForRowOverride,StatusEffectDamageTableRowOverride,ForceStatusEffectDamageTableRow,RangedAttackNameOverride,DamageTableStatusEffectOverride,PowerLevelOverride,EnableCrit,EnableTaunt,CanBlockRangedOverride,PerStatusEffectOnSelf,PerStatusEffectOnSelfMax,PerStatusEffectStackOnSelf,PerStatusEffectStackOnSelfMax,PerStatusEffectOnTarget,PerStatusEffectOnTargetMax,DisableApplyPerStatusEffectStack,DisableScalePerTargetSEStack,ForceTakeStaminaDamage,StaminaCostList,StaminaCostFlatMod,CastSpell,DisableCastSpellDurability,SelfApplyStatusEffect,OtherApplyStatusEffect,SelfApplyStatusEffectDurations,OtherApplyStatusEffectDurations,DoNotUnequipSelfAppliedSE,UseMinAttackInfoForSelfAppliedSE,ModifySelfApplyStatusEffectDuration,UseDefenderWeaponOnApplyOtherSE,NumStatusEffectsToTransfer,StatusEffectCategoryToTransfer,SetPotencyAsCount,MultiplyRemovedByPotency,OnlyChangeOwnedStatusEffects,NumStatusEffectsToRemove,NumTargetStatusEffectsToRemove,NumStatusEffectStacksToRemove,RemoveStatusEffects,StatusEffectsList,StatusEffectCategoriesList,RemoveTargetStatusEffectsList,RemoveTargetStatusEffectCats,ConsumeTargetStatusEffectMult,RemoveTargetStatusEffectsNumStacks,StatusEffectDurationReduction,StatusEffectDurationCats,StatusEffectDurationMod,StatusEffectDurationMult,TargetStatusEffectDurationList,TargetStatusEffectDurationCats,TargetStatusEffectDurationMod,TargetStatusEffectDurationMult,TargetStatusEffectPotencyList,TargetStatusEffectPotencyCats,TargetStatusEffectPotencyMod,TargetStatusEffectPotencyMult,ActivationCooldown,Duration,CooldownId,CDRImmediatelyOptions,ResetCooldownTimers,CooldownTimer,NumFreeCooldownsPerUse,TargetCooldownsExtensionModifier,TargetCooldownsExtensionMultiplier,ConsumableCooldownForReset,ResetConsumableCooldowns,MaxHitCountMultiplier,SetMannequinTag,SetMannequinTagStatus,RepairDustYieldMod,ToolDurabilityLossMod,FastTravelInnCooldownMod,FastTravelAzothCostMod,EnableHoldConditionIfTrackedSpellExistsOfType,HoldConditionButtonIcon,SupportsSmartcast,AdjustPointsAccumulatorSelf
Mut_Curse1_Lig_Minor,,,,,,,,,,,"Mut_Curse1_VFX_1_Ability,Mut_Curse1_VFX_2_Ability,Mut_Curse1_VFX_3_Ability",,,,,,,,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodge,,,"Dodge_Roll,Dodge_Roll_Fast,Dodge_Roll_Slow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mut_Curse1_Lig_Minor_Damage,Mut_Curse1_Minor_OrbCount",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,
Mut_Curse1_Lig_Minor_Spell,,,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mut_Curse1_VFX_Kill,,,,Mut_Curse1_Lig_Minor_Damage,Mut_Curse1_VFX_Kill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mut_Curse1_Lig_Minor_Cast_Chain,,,,,,,,,,,,,,,,AbilitySpecific,Mut_Curse1_Lig_Minor_Cast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mut_Curse1_Voi_Minor,,,,,,,,,,,"Mut_Curse1_VFX_1_Ability,Mut_Curse1_VFX_2_Ability,Mut_Curse1_VFX_3_Ability",,,,,,,,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodge,,,"Dodge_Roll,Dodge_Roll_Fast,Dodge_Roll_Slow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mut_Curse1_Voi_Minor_Damage,Mut_Curse1_Minor_OrbCount",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,
Mut_Curse1_Voi_Minor_Spell,,,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mut_Curse1_VFX_Kill,,,,Mut_Curse1_Voi_Minor_Damage,Mut_Curse1_VFX_Kill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mut_Curse1_Voi_Minor_Cast_Chain,,,,,,,,,,,,,,,,AbilitySpecific,Mut_Curse1_Voi_Minor_Cast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mut_Curse1_Nat_Minor,,,,,,,,,,,"Mut_Curse1_VFX_1_Ability,Mut_Curse1_VFX_2_Ability,Mut_Curse1_VFX_3_Ability",,,,,,,,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodge,,,"Dodge_Roll,Dodge_Roll_Fast,Dodge_Roll_Slow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mut_Curse1_Nat_Minor_Damage,Mut_Curse1_Minor_OrbCount",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,
Mut_Curse1_Nat_Minor_Spell,,,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mut_Curse1_VFX_Kill,,,,Mut_Curse1_Nat_Minor_Damage,Mut_Curse1_VFX_Kill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mut_Curse1_Nat_Minor_Cast_Chain,,,,,,,,,,,,,,,,AbilitySpecific,Mut_Curse1_Nat_Minor_Cast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mut_Curse1_Ice_Minor,,,,,,,,,,,"Mut_Curse1_VFX_1_Ability,Mut_Curse1_VFX_2_Ability,Mut_Curse1_VFX_3_Ability",,,,,,,,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodge,,,"Dodge_Roll,Dodge_Roll_Fast,Dodge_Roll_Slow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mut_Curse1_Ice_Minor_Damage,Mut_Curse1_Minor_OrbCount",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,
Mut_Curse1_Ice_Minor_Spell,,,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mut_Curse1_VFX_Kill,,,,Mut_Curse1_Ice_Minor_Damage,Mut_Curse1_VFX_Kill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mut_Curse1_Ice_Minor_Cast_Chain,,,,,,,,,,,,,,,,AbilitySpecific,Mut_Curse1_Ice_Minor_Cast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mut_Curse1_VFX_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mut_Curse1_Minor_OrbCount,1,Equal,,Mut_Curse1_VFX_1,Mut_Curse1_Minor_OrbCount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mut_Curse1_VFX_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mut_Curse1_VFX_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mut_Curse1_Minor_OrbCount,2,Equal,,Mut_Curse1_VFX_2,Mut_Curse1_Minor_OrbCount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mut_Curse1_VFX_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
