AbilityID,DisplayName,Description,UICategory,UISpellForManaCheck,Icon,StatusEffectIcon,Sound,TelegraphStatusEffect,TelegraphCountOffset,OnEquipStatusEffect,EquipWhenUnsheathed,WeaponTag,RequiredAbilityId,TreeId,TreeRowPosition,TreeColumnPosition,IsActiveAbility,IsGlobalAbility,ScalingStrength,ScalingDexterity,ScalingIntelligence,ScalingSpirit,ScalingConstitution,OnKill,OnExecuted,OnHit,OnBlockedHit,OnCrit,OnHeadShot,OnLegShot,OnHitTaken,OnBlockBreak,OnTargetBlockBreak,OnDeath,OnDeathsDoor,OnAttachedSpellTargetDied,OnSelfDamage,RequireReaction,NumSuccessfulHits,NumConsecutiveHits,MaxConsecutiveHits,TrackHitCount,MaxTrackedHitCounts,ResetConsecutiveOnSuccess,DamageIsRanged,DamageIsMelee,ForceShowNameTag,TargetHasGritActive,DamageTableRow,RemoteDamageTableRow,RangedAttackName,AttackType,StatusEffect,StatusEffectStackSize,StatusEffectComparison,StatusEffectCategories,DontHaveStatusEffect,CheckStatusEffectsOnTargetOwned,TargetStatusEffect,TargetStatusEffectCategory,TargetStatusEffectStackSize,TargetStatusEffectComparison,TargetCollisionFilters,TargetMarker,MyHealthPercent,MyComparisonType,MyStaminaPercent,MyStaminaComparisonType,MyManaPercent,MyManaComparisonType,TargetHealthPercent,TargetComparisonType,DistFromDefender,DistComparisonType,NumAroundMe,NumAroundComparisonType,AbilityOnCooldownOptions,AbilitiesOnCooldown,AbilityCooldownComparisonType,AttachedTargetSpellIds,AbilityList,AbilityTrigger,InAction,InActionTime,AfterAction,BaseDamage,BaseDamageReduction,BlockDamage,BlockDamageReduction,CritDamage,CritChance,HeadshotDamage,stagger damage,StaggerDamageReduction,HitRateDmg,HitRateDmgReduction,HealthDamageMitigation,ThreatDamage,ArmorPenetration,PhysicalArmor,ElementalArmor,Knockback,WeaponAccuracy,Health,DmgPctToHealth,MaxHealth,Mana,MaxMana,ManaCostList,ManaCostMult,DamageTableRowOverride,RangedAttackNameOverride,DamageTableStatusEffectOverride,StatusEffectDamageTableRowOverride,ForceStatusEffectDamageTableRow,PowerLevelOverride,EnableCrit,PerStatusEffectOnTarget,PerStatusEffectOnTargetMax,DisableApplyPerStatusEffectStack,ForceTakeStaminaDamage,CastSpell,SelfApplyStatusEffect,OtherApplyStatusEffect,DoNotUnequipSelfAppliedSE,SetPotencyAsCount,MultiplyRemovedByPotency,OnlyChangeOwnedStatusEffects,RemoveStatusEffects,StatusEffectsList,StatusEffectCategoriesList,RemoveTargetStatusEffectsList,ConsumeTargetStatusEffectMult,StatusEffectDurationReduction,TargetStatusEffectDurationCats,TargetStatusEffectDurationList,TargetStatusEffectDurationMod,TargetStatusEffectDurationMult,Duration,CooldownId,CDRImmediatelyOptions,ResetCooldownTimers,CooldownTimer,NumFreeCooldownsPerUse,MaxHitCountMultiplier,SetMannequinTag,SetMannequinTagStatus
Passive_VoidGauntlet_BonusDmgLowMana,@VoidGauntlet_Passive_BonusDmgLowMana,@VoidGauntlet_Passive_BonusDmgLowMana_description,Passive,,lyshineui/images/icons/abilities/GreatAxe_MarauderUltimate_MaraudersFury.png,,,,,,,VoidGauntlet,,0,0,1,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_VoidGauntlet_BonusCritChanceHighHP,@VoidGauntlet_Passive_BonusCritChanceHighHP,@VoidGauntlet_Passive_BonusCritChanceHighHP_description,Passive,,lyshineui/images/icons/abilities/hatchetAbility4_mod3.png,,,,,,,VoidGauntlet,,0,0,3,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,50,GreaterThan,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_VoidGauntlet_BonusCritChanceOnCooldown,@VoidGauntlet_Passive_BonusCritChanceOnCooldown,@VoidGauntlet_Passive_BonusCritChanceOnCooldown_description,Passive,,lyshineui/images/icons/abilities/Rapier_Ability2Mod1_HastyFlurry.png,,,,,,,VoidGauntlet,,0,1,0,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ActiveWeapon,,Equal,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_VoidGauntlet_CDROnCrit,@VoidGauntlet_Passive_CDROnCrit,@VoidGauntlet_Passive_CDROnCrit_description,Passive,,lyshineui/images/icons/abilities/Spear_CDROnLight.png,,,,,,,VoidGauntlet,,0,1,3,false,false,,,,,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ActiveWeapon,,-0.1,,,,
Passive_VoidGauntlet_EmpowerCloseRange,@VoidGauntlet_Passive_EmpowerCloseRange,@VoidGauntlet_Passive_EmpowerCloseRange_description,Passive,,lyshineui/images/icons/abilities/swordAbility1_mod2.png,,,,,,,VoidGauntlet,,0,2,1,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,GreaterThanOrEqual,,,,,"Ability_VoidGauntlet_VoidBlade,Ability_VoidGauntlet_NullChamber,Ability_VoidGauntlet_Scream,Ability_VoidGauntlet_DecayingOrb,Ability_VoidGauntlet_DrainingTether,Ability_VoidGauntlet_EssenceRupture",OnPerform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VoidGauntlet_EmpowerCloseRange,,,,,,,,,,,,,,,,,,,,,,,,
Passive_VoidGauntlet_HarvestReducedCostLowMana,@VoidGauntlet_Passive_HarvestReducedCostLowMana,@VoidGauntlet_Passive_HarvestReducedCostLowMana_description,Passive,,lyshineui/images/icons/abilities/Spear_Skewer_BonusDmgVsMaxHP.png,,,,,,,VoidGauntlet,,0,2,3,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_VoidGauntlet_HealOnCrit,@VoidGauntlet_Passive_HealOnCrit,@VoidGauntlet_Passive_HealOnCrit_description,Passive,,lyshineui/images/icons/abilities/hatchetAbility3_mod2.png,,,,,,,VoidGauntlet,,0,3,3,false,false,,,,,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,Generic_Heal_FX_Only,,,,,,,,,,,,,,,,,,,,,,,,
Passive_VoidGauntlet_CDRVsDebuff,@VoidGauntlet_Passive_CDRVsDebuff,@VoidGauntlet_Passive_CDRVsDebuff_description,Passive,,lyshineui/images/icons/abilities/musketAbility3_Mod2.png,,,,,,,VoidGauntlet,,0,4,1,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,,,,,,Debuff,3,GreaterThanOrEqual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ActiveWeapon,,-0.05,,,,
Ultimate_VoidGauntlet_DotHealAura,@VoidGauntlet_Ultimate_DotHealAura,@VoidGauntlet_Ultimate_DotHealAura_description,Passive,,lyshineui/images/icons/abilities/Spear_BonusDmgVsGrit.png,,Play_UI_WeaponSkills_VoidGauntlet_Ultimate_1,,,VoidGauntlet_SiphonAura_Check,,VoidGauntlet,,0,5,2,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,"VoidGauntlet_Blade_Light,VoidGauntlet_Blade_Heavy,VoidGauntlet_Scream,VoidGauntlet_DecayingOrb,VoidGauntlet_DecayingOrb_Detonate_Damage,VoidGauntlet_DrainingTether,VoidGauntlet_EssenceRupture,VoidGauntlet_EssenceRupture_Stamina,VoidGauntlet_EssenceRupture_AoE_OnEnd",,,,VoidGauntlet_EssenceStack,5,GreaterThanOrEqual,,VoidGauntlet_SiphonAura_Timer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,VoidGauntlet_SiphonAura_AoE,VoidGauntlet_SiphonAura_Timer,,true,,,,AbilitySpecific,VoidGauntlet_EssenceStack,,,,,,,,,,,,,,,,,
Ability_VoidGauntlet_DecayingOrb,@VoidGauntlet_Ability_DecayingOrb,@VoidGauntlet_Ability_DecayingOrb_description,Debuff,VoidGauntlet_DecayingOrb,lyshineui/images/icons/abilities/voidmagicAbility4.png,,Play_UI_WeaponSkills_VoidGauntlet_Ability_4,,,,,VoidGauntlet,,1,0,2,true,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ability_VoidGauntlet_DecayingOrb,,,,,,,
Upgrade_VoidGauntlet_DecayingOrb_ManaPerHit,@VoidGauntlet_Upgrade_DecayingOrb_ManaPerHit,@VoidGauntlet_Upgrade_DecayingOrb_ManaPerHit_description,Debuff,,lyshineui/images/icons/abilities/iceMagic_Passive2.png,,,,,,,VoidGauntlet,Ability_VoidGauntlet_DecayingOrb,1,1,2,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,VoidGauntlet_DecayingOrb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,Common_DamageOverTime_Override,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upgrade_VoidGauntlet_DecayingOrb_SlowVsDebuff,@VoidGauntlet_Upgrade_DecayingOrb_SlowVsDebuff,@VoidGauntlet_Upgrade_DecayingOrb_SlowVsDebuff_description,Debuff,,lyshineui/images/icons/abilities/swordAbility5_mod1.png,,,,,,,VoidGauntlet,Upgrade_VoidGauntlet_DecayingOrb_ManaPerHit,1,2,2,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,VoidGauntlet_DecayingOrb,,,,,,,,,,,Debuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Common_DamageOverTime_Override,true,,,,,,,,,VoidGauntlet_DecayingOrb_SlowVsDebuff,,,,,,,,,,,,,,,,,,,,,,,
Upgrade_VoidGauntlet_DecayingOrb_ManualDetonate,@VoidGauntlet_Upgrade_DecayingOrb_ManualDetonate,@VoidGauntlet_Upgrade_DecayingOrb_ManualDetonate_description,Debuff,,lyshineui/images/icons/abilities/warhammerAbility5.png,,,,,,,VoidGauntlet,Upgrade_VoidGauntlet_DecayingOrb_SlowVsDebuff,1,3,2,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ability_VoidGauntlet_DrainingTether,@VoidGauntlet_Ability_DrainingTether,@VoidGauntlet_Ability_DrainingTether_description,Debuff,VoidGauntlet_DrainingTether_Projectile,lyshineui/images/icons/abilities/voidmagicAbility5.png,,Play_UI_WeaponSkills_VoidGauntlet_Ability_5,,,,,VoidGauntlet,,1,1,0,true,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ability_VoidGauntlet_DrainingTether,,,,,,,
Upgrade_VoidGauntlet_DrainingTether_CDROnHit,@VoidGauntlet_Upgrade_DrainingTether_CDROnHit,@VoidGauntlet_Upgrade_DrainingTether_CDROnHit_description,Debuff,,lyshineui/images/icons/abilities/musketAbility3_Mod2.png,,,,,,,VoidGauntlet,Ability_VoidGauntlet_DrainingTether,1,2,0,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,,,,,,,,,,,,,,true,VoidGauntlet_DrainingTether_Weaken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Common_DamageOverTime_Override,true,,,,,,,,,,,,,,,,,,,,,,,,,Ability_VoidGauntlet_DrainingTether,AllExcept,,-0.05,,,,
Upgrade_VoidGauntlet_DrainingTether_ManaRegen,@VoidGauntlet_Upgrade_DrainingTether_ManaRegen,@VoidGauntlet_Upgrade_DrainingTether_ManaRegen_description,Debuff,,lyshineui/images/icons/abilities/firestaffPassive4.png,,,,,,,VoidGauntlet,Upgrade_VoidGauntlet_DrainingTether_CDROnHit,1,3,0,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upgrade_VoidGauntlet_DrainingTether_HealthOnDeath,@VoidGauntlet_Upgrade_DrainingTether_HealthOnDeath,@VoidGauntlet_Upgrade_DrainingTether_HealthOnDeath_description,Debuff,,lyshineui/images/icons/abilities/lifestaffPassive8.png,,,,,,,VoidGauntlet,Upgrade_VoidGauntlet_DrainingTether_ManaRegen,1,4,0,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,true,false,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VoidGauntlet_DrainingTether,VoidGauntlet_DrainingTether_ManaRegen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VoidGauntlet_DrainingTether_Heal,,,,,,,,,,,,,,,,,,,,,,,,
Ability_VoidGauntlet_EssenceRupture,@VoidGauntlet_Ability_EssenceRupture,@VoidGauntlet_Ability_EssenceRupture_description,Debuff,VoidGauntlet_EssenceRupture_Projectile,lyshineui/images/icons/abilities/voidmagicAbility6.png,,Play_UI_WeaponSkills_VoidGauntlet_Ability_6,,,,,VoidGauntlet,,1,2,4,true,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Common_DamageOverTime_Override,true,,,,,,,,,,,,,,,,,,,,,,,,,Ability_VoidGauntlet_EssenceRupture,,,,,,,
Upgrade_VoidGauntlet_EssenceRupture_StaminaOnHit,@VoidGauntlet_Upgrade_EssenceRupture_StaminaOnHit,@VoidGauntlet_Upgrade_EssenceRupture_StaminaOnHit_description,Debuff,,lyshineui/images/icons/abilities/lifestaffPassive4.png,,,,,,,VoidGauntlet,Ability_VoidGauntlet_EssenceRupture,1,3,4,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Common_DamageOverTime_Override,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upgrade_VoidGauntlet_EssenceRupture_HealAoEOnEnd,@VoidGauntlet_Upgrade_EssenceRupture_HealAoEOnEnd,@VoidGauntlet_Upgrade_EssenceRupture_HealAoEOnEnd_description,Debuff,,lyshineui/images/icons/abilities/lifestaffPassive5.png,,,,,,,VoidGauntlet,Upgrade_VoidGauntlet_EssenceRupture_StaminaOnHit,1,4,4,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Common_DamageOverTime_Override,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passive_VoidGauntlet_BonusHvyDmgVsRange,@VoidGauntlet_Passive_BonusHvyDmgVsRange,@VoidGauntlet_Passive_BonusHvyDmgVsRange_description,Passive,,lyshineui/images/icons/abilities/firestaffAbility3_mod3.png,,,,,,,VoidGauntlet,,1,0,0,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,0,0,0,false,0,,,,,,VoidGauntlet_Heavy,,,,,,,,,,,,,,,,,,,,,,,,8,GreaterThan,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Common_DamageOverTime_Override,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
